FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT,FACTOR
9754,1,1,0,2,,,,,,,,,,3,488
9755,1,1,0,2,,,,,,,,,,12,2010
9756,10,5,5,1,2,2,2,2,1,2,1,1,1,12,1427
9757,2,2,0,1,1,2,1,1,1,1,4,2,3,23,1903
9758,3,2,1,2,,,,,,,,,,6,166
9759,3,1,2,1,2,2,1,1,1,1,1,1,1,32,271
9760,2,1,1,2,,,,,,,,,,11,1790
9761,2,1,1,2,,,,,,,,,,13,957
9762,4,2,2,1,2,1,1,2,1,1,1,2,2,13,1241
9763,3,2,1,1,2,2,1,2,1,2,3,3,3,24,1857
9764,4,2,2,2,,,,,,,,,,24,413
9765,2,0,2,1,1,1,1,1,1,1,1,1,1,24,1114
9766,5,3,2,1,2,1,2,2,1,1,1,1,1,31,473
9767,4,2,2,1,2,2,1,2,2,2,1,1,1,25,949
9768,2,1,1,2,,,,,,,,,,16,1104
9769,3,0,3,1,2,2,1,2,1,2,1,1,1,18,462
9770,1,0,1,2,,,,,,,,,,18,507
9771,6,2,4,1,2,2,1,1,1,1,1,1,1,4,404
9772,3,1,2,2,,,,,,,,,,7,751
9773,2,1,1,2,,,,,,,,,,14,3074
9774,1,0,1,1,2,2,2,2,1,2,2,3,2,13,2257
9775,3,2,1,2,,,,,,,,,,23,641
9776,3,2,1,1,2,2,1,2,1,1,1,1,1,23,934
9777,7,3,4,1,1,2,1,2,1,1,1,1,1,18,1604
9778,4,0,4,2,,,,,,,,,,18,52
9779,2,1,1,2,,,,,,,,,,16,1104
9780,11,6,5,1,2,2,1,2,1,2,1,1,1,7,1515
9781,3,0,3,2,,,,,,,,,,8,729
9782,2,1,1,1,2,2,1,2,1,1,1,1,2,7,1246
9783,5,3,2,1,2,1,1,1,1,1,1,1,1,8,878
9784,2,1,1,2,,,,,,,,,,32,324
9785,3,2,1,1,2,2,1,1,1,1,1,1,1,18,295
9786,2,1,1,2,,,,,,,,,,13,957
9787,3,2,1,2,,,,,,,,,,9,2932
9788,1,1,0,2,,,,,,,,,,32,696
9789,1,1,0,1,2,1,2,2,1,1,1,1,2,7,2992
9790,3,1,2,1,1,1,1,1,1,1,2,2,3,23,1486
9791,6,3,3,1,1,1,1,2,1,1,1,1,2,23,454
9792,6,4,2,1,1,1,1,1,1,1,3,2,2,23,645
9793,4,3,1,1,1,2,1,1,1,1,2,2,2,23,979
9794,3,2,1,1,2,2,1,2,1,1,2,1,2,16,1490
9795,2,1,1,2,,,,,,,,,,30,2651
9796,6,3,3,1,2,2,1,2,1,2,1,1,1,30,2172
9797,1,0,1,2,,,,,,,,,,15,9130
9798,2,1,1,2,,,,,,,,,,27,585
9799,3,1,2,2,,,,,,,,,,20,419
9800,1,0,1,2,,,,,,,,,,30,5568
9801,9,3,6,1,2,2,1,2,1,1,2,2,3,12,8791
9802,4,2,2,1,2,2,2,1,1,1,1,1,2,32,805
9803,4,2,2,1,1,1,1,1,1,1,2,2,2,32,304
9804,1,1,0,2,,,,,,,,,,15,9827
9805,3,1,2,2,,,,,,,,,,15,2960
9806,4,2,2,1,2,2,2,2,1,2,1,1,1,27,457
9807,1,0,1,2,,,,,,,,,,12,1925
9808,4,1,3,2,,,,,,,,,,30,1063
9809,4,3,1,2,,,,,,,,,,12,319
9810,2,1,1,2,,,,,,,,,,32,324
9811,3,2,1,2,,,,,,,,,,30,1683
9812,2,1,1,2,,,,,,,,,,30,2651
9813,2,1,1,2,,,,,,,,,,27,585
9814,1,1,0,2,,,,,,,,,,15,9827
9815,4,2,2,1,2,2,1,2,1,2,2,2,2,15,5339
9816,6,2,4,1,1,1,2,2,1,1,2,1,2,20,800
9817,2,1,1,1,2,1,1,2,1,2,1,2,1,20,988
9818,4,1,3,1,2,1,1,2,1,1,1,1,2,30,2437
9819,3,2,1,1,1,1,1,1,1,1,1,2,4,30,3092
9820,2,1,1,2,,,,,,,,,,20,738
9821,4,2,2,1,2,2,1,2,1,2,1,1,1,21,1729
9822,5,3,2,1,1,1,1,2,1,2,1,1,1,16,1277
9823,3,1,2,1,2,2,1,2,1,2,1,1,1,2,2125
9824,2,2,0,2,,,,,,,,,,16,950
9825,2,1,1,2,,,,,,,,,,2,1154
9826,5,3,2,1,2,2,1,2,1,2,1,1,1,26,2129
9827,2,1,1,2,,,,,,,,,,32,324
9828,4,3,1,1,1,2,1,2,1,1,1,1,1,4,132
9829,6,2,4,1,1,1,1,1,1,1,1,1,2,27,499
9830,1,0,1,2,,,,,,,,,,16,2252
9831,3,1,2,1,2,1,2,2,1,2,3,2,3,27,586
9832,4,2,2,1,2,2,1,2,1,2,1,1,1,27,794
9833,4,2,2,1,1,1,1,1,1,1,1,1,4,2,1103
9834,4,0,4,1,2,1,1,2,1,1,3,2,2,1,573
9835,6,3,3,1,2,2,2,2,1,2,1,1,1,21,1237
9836,4,3,1,1,2,1,1,1,1,1,2,2,2,11,3197
9837,2,1,1,2,,,,,,,,,,4,296
9838,4,2,2,1,2,1,1,2,1,1,1,1,3,2,1301
9839,5,3,2,1,1,1,1,2,1,1,2,2,2,20,817
9840,4,2,2,1,2,2,1,2,1,1,1,1,3,21,1596
9841,2,1,1,2,,,,,,,,,,21,1468
9842,4,2,2,1,2,1,1,1,1,1,2,2,3,21,1001
9843,2,1,1,2,,,,,,,,,,19,2529
9844,2,0,2,2,,,,,,,,,,20,752
9845,2,1,1,1,2,1,1,2,1,1,1,1,4,17,878
9846,4,2,2,1,1,1,1,2,2,1,3,1,1,19,2276
9847,3,1,2,1,2,1,1,2,1,1,1,1,3,26,756
9848,6,4,2,1,1,2,1,1,1,1,1,1,1,26,527
9849,4,1,3,1,2,2,2,2,1,1,1,1,3,4,187
9850,3,2,1,1,2,2,1,2,2,1,1,1,1,19,2573
9851,5,2,3,1,2,2,1,2,1,1,1,1,1,2,1979
9852,4,3,1,1,2,1,2,2,1,1,1,1,1,28,2556
9853,6,3,3,1,2,2,1,2,1,2,1,1,2,4,536
9854,3,2,1,1,2,2,1,2,1,1,1,2,2,26,1007
9855,4,3,1,1,2,1,1,2,1,2,2,2,1,6,216
9856,3,0,3,1,2,2,1,2,1,1,1,1,1,28,1447
9857,1,0,1,1,2,1,1,1,1,1,1,1,2,27,1846
9858,5,3,2,2,,,,,,,,,,29,81
9859,2,0,2,2,,,,,,,,,,27,636
9860,5,4,1,1,2,2,2,2,1,2,2,2,2,29,350
9861,6,2,4,1,2,1,1,2,1,2,2,2,2,20,902
9862,4,2,2,2,,,,,,,,,,11,812
9863,1,0,1,2,,,,,,,,,,20,1766
9864,5,1,4,1,2,2,2,2,2,2,2,3,1,17,795
9865,4,1,3,1,2,2,2,2,1,2,1,1,1,11,3513
9866,2,1,1,2,,,,,,,,,,29,288
9867,1,1,0,2,,,,,,,,,,3,488
9868,3,2,1,2,,,,,,,,,,6,166
9869,1,0,1,1,2,2,1,2,1,2,2,2,1,21,4523
9870,2,1,1,2,,,,,,,,,,3,253
9871,3,2,1,1,2,1,2,2,1,1,1,2,4,26,862
9872,6,3,3,1,2,2,2,2,1,2,2,2,3,20,350
9873,5,2,3,1,2,2,2,2,1,2,1,1,1,27,994
9874,3,1,2,1,2,1,1,2,1,1,1,1,1,29,257
9875,3,2,1,1,1,1,1,1,1,1,2,1,2,27,601
9876,11,6,5,1,1,1,1,1,1,1,1,1,1,27,631
9877,1,0,1,2,,,,,,,,,,21,3397
9878,4,3,1,1,2,2,1,1,1,1,2,1,3,13,1151
9879,3,1,2,1,2,1,1,2,1,1,2,2,2,20,1128
9880,3,1,2,2,,,,,,,,,,29,176
9881,4,2,2,1,2,2,1,1,1,1,1,3,3,27,794
9882,6,3,3,1,2,1,1,1,1,1,3,3,2,20,469
9883,5,1,4,1,2,2,2,2,1,2,1,4,4,29,222
9884,2,1,1,2,,,,,,,,,,31,804
9885,2,1,1,2,,,,,,,,,,11,1790
9886,3,1,2,1,1,1,1,1,1,1,1,1,1,26,671
9887,6,3,3,1,2,1,1,1,1,1,1,1,1,26,574
9888,6,4,2,1,2,2,2,2,1,2,1,1,1,20,3411
9889,3,2,1,1,2,1,1,1,1,1,1,1,1,19,2252
9890,4,2,2,1,1,2,2,2,1,1,1,2,3,3,372
9891,2,1,1,2,,,,,,,,,,17,527
9892,1,0,1,2,,,,,,,,,,31,1551
9893,1,0,1,2,,,,,,,,,,11,3641
9894,3,1,2,1,1,2,1,2,1,1,1,1,1,4,268
9895,2,1,1,2,,,,,,,,,,1,441
9896,5,2,3,1,1,1,1,2,1,1,1,1,4,1,422
9897,7,3,4,1,2,1,1,2,1,1,1,1,1,1,1103
9898,3,2,1,1,2,2,2,2,1,2,1,3,3,26,1430
9899,5,2,3,1,2,2,1,2,1,2,1,1,1,26,1525
9900,3,2,1,1,2,2,1,2,1,1,1,1,1,31,686
9901,1,0,1,2,,,,,,,,,,31,1551
9902,5,3,2,1,1,2,2,2,1,1,1,1,1,26,1410
9903,6,3,3,1,2,2,1,1,1,1,1,1,1,26,1004
9904,4,1,3,1,2,1,1,2,1,1,1,1,1,21,1808
9905,1,0,1,2,,,,,,,,,,20,1766
9906,5,3,2,1,2,2,2,2,1,1,1,1,1,21,1698
9907,10,5,5,1,2,2,1,2,1,1,3,1,3,17,691
9908,7,2,5,1,2,2,2,2,1,1,4,4,4,26,759
9909,5,2,3,1,2,2,2,2,1,2,3,2,3,24,1061
9910,3,2,1,1,2,2,1,2,1,1,1,1,1,26,1442
9911,5,3,2,1,2,1,1,2,1,1,2,1,1,26,1011
9912,1,1,0,1,2,2,2,2,1,2,3,4,3,21,5439
9913,4,2,2,1,1,1,1,2,1,1,1,1,1,15,3619
9914,1,0,1,2,,,,,,,,,,21,3397
9915,4,2,2,2,,,,,,,,,,15,2271
9916,1,0,1,2,,,,,,,,,,5,2764
9917,2,1,1,2,,,,,,,,,,9,4378
9918,1,0,1,2,,,,,,,,,,9,8713
9919,5,2,3,1,2,2,1,2,1,2,1,1,3,20,693
9920,3,1,2,2,,,,,,,,,,1,281
9921,2,1,1,2,,,,,,,,,,20,738
9922,5,2,3,1,2,2,1,2,1,2,1,1,1,11,1688
9923,4,3,1,1,2,1,1,2,1,1,2,2,2,8,1058
9924,4,2,2,1,2,1,1,2,1,1,1,2,1,27,627
9925,5,4,1,1,2,2,1,1,1,1,1,1,2,27,738
9926,4,3,1,1,1,1,1,1,1,1,1,1,1,26,865
9927,3,0,3,2,,,,,,,,,,1,287
9928,3,2,1,1,2,2,2,2,1,2,3,2,1,25,1478
9929,3,3,0,2,,,,,,,,,,5,791
9930,1,1,0,2,,,,,,,,,,10,1492
9931,3,1,2,1,2,2,1,2,1,2,2,1,1,22,1004
9932,3,2,1,1,2,1,1,1,1,1,1,1,2,22,773
9933,4,2,2,1,2,2,2,2,1,2,2,1,3,21,2163
9934,1,1,0,1,1,1,1,1,1,1,2,2,1,23,2276
9935,4,2,2,2,,,,,,,,,,23,495
9936,4,2,2,1,2,1,1,2,1,1,1,1,1,31,837
9937,6,2,4,1,1,1,1,2,1,1,1,1,1,13,1202
9938,2,1,1,2,,,,,,,,,,13,957
9939,4,2,2,1,2,2,1,2,1,1,1,1,1,8,1022
9940,1,0,1,2,,,,,,,,,,12,1925
9941,4,3,1,2,,,,,,,,,,26,421
9942,3,1,2,1,2,1,1,1,1,1,1,1,1,26,1021
9943,6,2,4,2,,,,,,,,,,32,97
9944,4,2,2,2,,,,,,,,,,21,586
9945,2,1,1,2,,,,,,,,,,2,1154
9946,3,1,2,1,2,2,1,2,1,2,1,1,1,1,471
9947,4,3,1,1,1,1,1,1,1,1,1,1,1,1,326
9948,3,2,1,1,1,1,1,2,1,1,1,1,2,18,315
9949,4,2,2,1,2,1,1,2,1,1,2,1,1,2,1430
9950,5,2,3,2,,,,,,,,,,9,2140
9951,3,1,2,1,1,1,1,1,1,1,1,1,1,16,1019
9952,3,1,2,2,,,,,,,,,,16,838
9953,4,3,1,2,,,,,,,,,,27,233
9954,5,2,3,2,,,,,,,,,,16,562
9955,3,2,1,1,2,2,1,2,1,1,1,1,1,15,5297
9956,4,3,1,1,2,1,2,2,1,1,1,1,1,16,1308
9957,2,0,2,1,2,1,1,2,1,1,1,1,1,24,1114
9958,1,1,0,2,,,,,,,,,,20,1734
9959,3,1,2,1,1,1,1,2,1,1,1,1,1,15,3880
9960,4,1,3,1,1,1,1,1,1,1,1,1,1,2,1718
9961,7,3,4,1,2,2,1,2,1,2,1,2,2,18,423
9962,5,2,3,1,2,1,1,2,1,1,1,1,1,1,459
9963,3,2,1,1,2,2,2,2,1,2,2,1,2,13,1554
9964,1,1,0,2,,,,,,,,,,21,3180
9965,1,1,0,2,,,,,,,,,,26,1686
9966,5,2,3,1,2,2,1,2,1,2,1,1,1,29,147
9967,4,2,2,1,2,1,1,2,1,1,1,1,1,26,745
9968,3,1,2,1,1,1,1,2,1,1,1,1,4,23,867
9969,1,0,1,2,,,,,,,,,,24,1587
9970,4,2,2,1,2,2,1,1,1,1,1,1,1,27,918
9971,7,5,2,1,2,2,1,2,1,1,1,1,1,26,2889
9972,5,3,2,1,1,1,2,1,1,1,2,2,2,24,1180
9973,8,3,5,1,2,1,1,2,1,1,2,2,2,8,1899
9974,3,2,1,1,2,2,1,2,1,1,3,1,1,5,1344
9975,5,2,3,1,1,2,1,2,1,1,2,2,3,24,1093
9976,2,0,2,1,1,1,1,1,1,1,1,1,1,10,1063
9977,1,1,0,2,,,,,,,,,,2,2389
9978,2,1,1,1,2,1,1,2,2,1,1,1,1,18,322
9979,2,2,0,2,,,,,,,,,,9,3989
9980,7,3,4,2,,,,,,,,,,11,388
9981,1,0,1,2,,,,,,,,,,13,1938
9982,8,3,5,1,2,1,2,2,1,1,1,1,1,21,3562
9983,4,3,1,1,2,2,1,2,1,2,2,3,3,7,2235
9984,1,1,0,2,,,,,,,,,,2,2389
9985,3,2,1,1,2,2,2,2,1,2,1,1,2,4,759
9986,4,1,3,1,2,1,1,1,1,1,3,1,1,22,608
9987,2,2,0,1,2,1,1,1,1,1,1,2,2,5,3536
9988,3,2,1,1,1,2,1,2,1,1,2,1,1,1,1052
9989,4,2,2,1,2,1,1,2,1,1,2,1,1,32,311
9990,3,2,1,1,2,1,1,2,1,1,1,2,2,27,1475
9991,5,3,2,1,1,2,1,2,1,1,2,2,2,7,3877
9992,4,3,1,1,1,1,1,2,1,1,1,1,1,27,469
9993,3,2,1,1,2,1,1,2,1,1,1,1,1,25,1488
9994,5,3,2,1,2,1,1,2,1,2,1,2,2,24,1548
9995,2,1,1,2,,,,,,,,,,16,1104
9996,2,1,1,2,,,,,,,,,,6,228
9997,6,4,2,1,2,2,1,2,1,1,1,1,3,29,185
9998,2,2,0,1,2,1,1,2,1,1,1,1,2,26,1006
9999,1,0,1,2,,,,,,,,,,28,3731
10000,2,1,1,2,,,,,,,,,,15,4670
10001,1,0,1,2,,,,,,,,,,10,1284
10002,2,2,0,1,1,2,1,2,1,1,1,1,1,27,785
10003,4,2,2,1,2,2,2,2,2,1,1,1,1,32,386
10004,2,0,2,2,,,,,,,,,,28,1438
10005,7,4,3,2,,,,,,,,,,9,1543
10006,8,4,4,1,2,1,1,2,1,1,2,2,1,25,1015
10007,5,3,2,1,2,2,1,2,1,1,1,1,1,10,617
10008,4,3,1,1,2,1,1,2,1,1,1,2,1,3,397
10009,6,4,2,1,1,1,1,2,1,1,1,1,1,13,492
10010,1,1,0,2,,,,,,,,,,17,1386
10011,3,1,2,1,1,1,1,2,1,1,1,2,2,14,4800
10012,5,2,3,1,2,1,1,2,1,1,2,2,2,27,1054
10013,5,3,2,1,1,2,2,2,1,1,1,1,3,21,1114
10014,4,2,2,1,1,1,1,2,1,1,1,1,1,16,1305
10015,5,3,2,1,1,2,1,2,1,1,1,1,1,3,190
10016,2,1,1,2,,,,,,,,,,10,610
10017,4,3,1,1,1,1,1,1,1,1,1,1,1,10,533
10018,3,1,2,1,1,1,1,1,1,1,1,1,1,3,156
10019,5,2,3,1,1,2,2,2,1,1,1,1,1,20,1358
10020,2,1,1,2,,,,,,,,,,7,1217
10021,11,4,7,1,1,2,1,2,1,1,1,1,1,17,836
10022,5,4,1,1,2,2,1,2,1,2,2,2,2,7,1516
10023,5,2,3,2,,,,,,,,,,9,2140
10024,2,1,1,2,,,,,,,,,,23,982
10025,3,2,1,2,,,,,,,,,,3,197
10026,2,2,0,1,2,2,1,2,1,2,1,2,4,13,1406
10027,3,2,1,2,,,,,,,,,,8,858
10028,2,1,1,2,,,,,,,,,,27,585
10029,5,4,1,1,1,1,1,1,1,1,1,2,1,19,2514
10030,1,0,1,2,,,,,,,,,,8,2474
10031,4,1,3,1,1,2,1,2,1,1,2,2,3,22,600
10032,4,1,3,1,2,1,2,1,1,1,1,1,1,12,413
10033,3,1,2,2,,,,,,,,,,12,467
10034,6,1,5,1,1,1,1,2,1,1,4,3,2,12,667
10035,2,1,1,1,2,2,1,2,1,1,1,1,1,8,1607
10036,2,1,1,1,2,1,1,1,1,1,3,3,3,24,1758
10037,2,0,2,2,,,,,,,,,,26,923
10038,2,1,1,1,2,1,1,2,1,1,2,2,2,26,1394
10039,4,3,1,1,1,2,1,2,1,1,1,3,1,25,1135
10040,6,5,1,1,2,2,2,2,1,2,1,2,4,13,2049
10041,2,1,1,2,,,,,,,,,,32,324
10042,2,1,1,2,,,,,,,,,,21,1468
10043,3,2,1,2,,,,,,,,,,18,207
10044,5,2,3,1,2,2,1,2,1,1,1,1,1,6,119
10045,5,3,2,1,2,2,1,2,1,2,1,1,2,14,10595
10046,3,2,1,1,2,2,2,2,1,1,1,2,1,17,592
10047,2,1,1,2,,,,,,,,,,10,610
10048,8,3,5,1,2,2,2,1,1,1,1,1,2,12,2126
10049,4,1,3,1,2,2,1,2,1,2,1,1,2,27,761
10050,5,2,3,1,2,2,1,2,1,1,1,1,1,21,4497
10051,5,1,4,1,2,2,1,2,1,2,2,1,2,27,686
10052,4,2,2,1,2,1,1,2,1,1,1,1,1,7,1079
10053,5,3,2,1,2,1,1,2,1,1,1,1,1,17,243
10054,3,2,1,1,2,1,1,2,1,1,2,3,4,12,2349
10055,6,3,3,1,2,2,2,2,1,1,1,1,1,12,1486
10056,4,1,3,2,,,,,,,,,,27,276
10057,4,3,1,1,2,2,1,1,1,2,1,1,2,31,730
10058,9,3,6,1,2,2,2,2,1,2,1,1,1,8,10923
10059,6,3,3,1,2,2,1,2,1,1,1,1,1,2,1748
10060,1,0,1,2,,,,,,,,,,32,585
10061,4,1,3,1,1,1,1,2,1,1,2,2,2,6,370
10062,2,1,1,1,2,1,1,2,1,1,1,1,1,8,1670
10063,2,1,1,2,,,,,,,,,,20,738
10064,3,0,3,1,2,1,1,2,1,1,1,1,2,23,1058
10065,7,3,4,1,2,2,1,2,1,1,4,3,1,15,2982
10066,5,1,4,1,2,2,1,2,1,2,1,1,1,12,1050
10067,4,3,1,1,1,2,1,2,1,1,1,1,1,26,772
10068,5,3,2,1,1,2,1,2,1,2,1,3,2,25,1338
10069,6,3,3,1,2,2,1,2,1,1,2,1,2,6,299
10070,2,1,1,2,,,,,,,,,,10,610
10071,3,1,2,1,2,2,1,2,1,2,1,1,2,25,1194
10072,4,3,1,1,2,1,1,2,1,1,1,1,1,20,738
10073,2,0,2,2,,,,,,,,,,31,731
10074,3,2,1,1,2,1,1,2,1,1,1,2,1,6,178
10075,11,5,6,1,2,2,1,2,1,1,1,1,1,10,222
10076,1,1,0,1,1,1,2,2,1,1,2,1,3,6,444
10077,5,3,2,1,2,2,1,2,1,1,1,1,1,29,236
10078,3,1,2,1,2,2,1,2,1,1,1,1,2,19,3854
10079,2,1,1,2,,,,,,,,,,12,839
10080,5,1,4,1,2,1,1,1,1,1,1,3,2,26,1813
10081,4,2,2,1,2,1,2,2,1,1,1,2,1,15,3186
10082,6,4,2,1,2,1,1,2,1,1,2,2,1,13,1356
10083,2,1,1,1,2,2,1,2,1,1,1,1,1,29,461
10084,3,2,1,1,1,2,1,2,1,1,1,2,2,27,480
10085,5,3,2,1,2,2,2,2,1,1,1,1,2,12,701
10086,1,0,1,2,,,,,,,,,,1,948
10087,2,2,0,2,,,,,,,,,,16,950
10088,7,2,5,1,2,2,2,2,1,2,1,1,1,29,168
10089,3,2,1,2,,,,,,,,,,12,488
10090,2,1,1,2,,,,,,,,,,15,4670
10091,1,1,0,2,,,,,,,,,,24,1565
10092,3,0,3,1,2,1,1,2,1,1,1,1,1,25,1414
10093,4,2,2,1,2,2,1,2,1,1,1,1,1,12,1582
10094,2,1,1,2,,,,,,,,,,11,1790
10095,6,3,3,1,1,1,1,1,1,1,1,1,1,14,6500
10096,3,2,1,1,2,1,1,2,1,1,1,1,1,26,695
10097,2,0,2,2,,,,,,,,,,14,3169
10098,4,2,2,1,1,2,1,1,1,1,1,1,1,9,4231
10099,3,1,2,1,2,1,2,1,1,1,2,1,2,1,593
10100,4,2,2,2,,,,,,,,,,21,586
10101,4,1,3,1,2,1,1,1,1,2,3,2,3,12,739
10102,4,1,3,1,2,1,1,1,1,1,1,1,2,18,269
10103,4,2,2,1,2,2,1,2,1,2,2,1,3,29,545
10104,5,3,2,2,,,,,,,,,,6,108
10105,2,1,1,2,,,,,,,,,,3,253
10106,8,3,5,1,2,1,2,2,1,1,2,2,1,4,344
10107,2,1,1,2,,,,,,,,,,11,1790
10108,2,1,1,1,2,1,2,2,1,1,1,1,2,14,7232
10109,6,3,3,1,2,2,1,2,1,1,1,1,2,31,519
10110,4,3,1,1,2,1,1,2,1,1,1,1,2,27,770
10111,4,2,2,1,2,2,2,1,1,2,1,1,1,10,516
10112,4,2,2,1,2,1,1,2,1,1,3,2,1,20,638
10113,2,1,1,2,,,,,,,,,,23,982
10114,4,3,1,1,2,1,1,2,1,1,2,2,1,22,606
10115,1,1,0,2,,,,,,,,,,4,638
10116,5,3,2,1,2,2,1,2,1,2,1,1,2,4,209
10117,1,1,0,2,,,,,,,,,,8,2684
10118,3,2,1,1,2,1,1,2,1,1,3,3,3,1,1098
10119,3,1,2,1,1,1,1,2,1,1,1,1,1,5,1225
10120,5,2,3,1,2,1,1,2,1,1,1,1,1,12,1491
10121,1,1,0,2,,,,,,,,,,28,4478
10122,5,1,4,1,2,2,2,2,1,2,2,2,2,31,737
10123,5,2,3,1,2,2,2,2,1,2,1,2,1,4,232
10124,4,3,1,1,2,1,1,1,1,1,2,2,2,26,727
10125,2,1,1,2,,,,,,,,,,23,982
10126,6,3,3,1,2,1,2,2,1,2,1,1,2,20,373
10127,3,1,2,1,2,2,1,2,1,2,1,1,1,5,1673
10128,7,3,4,1,2,1,1,2,1,1,1,1,1,5,1036
10129,3,2,1,2,,,,,,,,,,18,207
10130,2,0,2,2,,,,,,,,,,10,525
10131,2,2,0,1,2,1,1,2,1,1,2,1,1,27,785
10132,5,1,4,1,1,1,1,2,1,2,1,1,1,28,3671
10133,2,0,2,2,,,,,,,,,,12,804
10134,4,1,3,1,1,1,1,2,1,1,1,1,1,5,1932
10135,10,3,7,1,2,2,2,2,1,2,1,1,1,6,91
10136,5,3,2,1,2,2,1,2,1,2,1,2,1,6,176
10137,2,1,1,2,,,,,,,,,,6,228
10138,5,3,2,2,,,,,,,,,,19,1354
10139,4,2,2,1,2,2,1,2,1,1,2,1,2,18,133
10140,3,2,1,2,,,,,,,,,,8,858
10141,3,1,2,2,,,,,,,,,,31,505
10142,1,1,0,2,,,,,,,,,,25,2168
10143,4,2,2,2,,,,,,,,,,24,413
10144,3,2,1,1,2,1,1,2,1,1,1,2,2,32,322
10145,7,4,3,1,2,2,1,2,1,1,1,1,2,27,396
10146,3,2,1,2,,,,,,,,,,8,858
10147,5,3,2,1,2,2,1,2,1,2,1,1,4,15,2661
10148,2,1,1,2,,,,,,,,,,2,1154
10149,3,2,1,1,2,2,1,2,1,2,2,2,2,11,2203
10150,2,0,2,1,1,1,1,2,1,1,1,1,3,8,1540
10151,5,4,1,1,2,1,1,2,1,1,1,1,1,11,3806
10152,2,1,1,2,,,,,,,,,,7,1217
10153,5,1,4,1,1,2,1,2,1,1,1,1,1,29,285
10154,1,1,0,1,2,2,2,2,1,2,1,1,1,4,1009
10155,1,1,0,2,,,,,,,,,,23,1907
10156,2,1,1,2,,,,,,,,,,25,1100
10157,1,1,0,2,,,,,,,,,,3,488
10158,1,0,1,2,,,,,,,,,,6,416
10159,3,2,1,2,,,,,,,,,,25,850
10160,3,2,1,2,,,,,,,,,,1,274
10161,5,3,2,1,2,2,1,2,1,2,1,1,1,4,415
10162,3,2,1,1,1,1,1,2,1,1,1,2,2,31,573
10163,3,1,2,1,2,2,1,2,1,2,1,1,1,13,1293
10164,2,1,1,2,,,,,,,,,,32,324
10165,3,0,3,1,2,1,1,1,1,1,2,2,2,4,629
10166,4,2,2,1,2,1,1,2,1,1,2,1,2,26,1118
10167,5,2,3,1,2,2,1,2,1,2,1,1,1,6,277
10168,4,2,2,1,2,2,1,1,1,1,3,1,2,29,219
10169,1,0,1,2,,,,,,,,,,2,2584
10170,2,1,1,2,,,,,,,,,,3,253
10171,1,1,0,2,,,,,,,,,,23,1907
10172,4,2,2,1,2,2,1,2,1,1,1,3,1,24,854
10173,4,1,3,1,1,1,1,1,1,1,2,3,3,22,811
10174,5,2,3,1,2,2,1,2,1,2,1,1,1,10,1033
10175,5,3,2,2,,,,,,,,,,20,176
10176,1,1,0,1,2,1,1,2,1,1,2,2,2,19,5548
10177,5,3,2,1,2,2,2,2,1,2,1,1,1,5,659
10178,7,4,3,1,2,2,2,2,1,2,1,2,2,12,1171
10179,2,1,1,2,,,,,,,,,,1,441
10180,3,1,2,1,2,2,2,2,1,2,1,1,1,32,336
10181,4,3,1,1,2,1,1,2,1,1,1,1,1,24,651
10182,5,2,3,1,2,2,2,2,1,1,1,1,1,16,939
10183,1,1,0,1,2,2,1,2,1,1,2,2,3,13,2564
10184,4,2,2,1,2,1,1,2,1,1,2,2,2,19,2546
10185,3,2,1,2,,,,,,,,,,2,687
10186,1,0,1,2,,,,,,,,,,32,585
10187,1,0,1,2,,,,,,,,,,9,8713
10188,1,0,1,2,,,,,,,,,,9,8713
10189,4,2,2,1,2,2,1,2,1,1,1,2,3,30,3943
10190,7,3,4,1,2,1,1,2,1,1,1,2,2,18,186
10191,3,2,1,2,,,,,,,,,,5,805
10192,2,1,1,2,,,,,,,,,,25,1100
10193,5,2,3,1,2,2,2,1,1,1,2,2,4,18,553
10194,3,1,2,1,2,1,1,1,1,1,1,1,1,5,1225
10195,5,1,4,1,2,2,1,2,1,1,1,1,1,15,5708
10196,2,1,1,2,,,,,,,,,,14,3074
10197,5,2,3,2,,,,,,,,,,12,204
10198,4,2,2,1,1,2,1,2,1,1,1,1,2,24,686
10199,1,0,1,2,,,,,,,,,,25,1899
10200,3,2,1,1,2,2,1,2,1,2,1,1,1,5,1344
10201,3,1,2,1,2,1,1,2,1,1,1,1,1,8,1365
10202,1,1,0,2,,,,,,,,,,31,1705
10203,5,3,2,1,1,1,1,1,1,1,1,2,1,25,1457
10204,5,4,1,1,2,2,2,2,1,2,1,1,3,8,2536
10205,4,2,2,2,,,,,,,,,,8,605
10206,2,1,1,2,,,,,,,,,,16,1104
10207,2,1,1,2,,,,,,,,,,30,2651
10208,2,1,1,2,,,,,,,,,,1,441
10209,5,3,2,1,2,2,2,2,1,2,1,1,1,16,2199
10210,5,2,3,1,2,2,1,2,1,2,1,1,1,29,289
10211,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1449
10212,5,1,4,1,2,2,1,2,1,2,1,2,2,32,883
10213,1,0,1,2,,,,,,,,,,32,585
10214,5,2,3,1,2,2,2,2,1,2,1,1,1,23,3024
