FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P4_1_1,P4_1_2,P4_1_3,ENT,FACTOR
10215,6,4,2,1,2,1,1,2,2,1,1,1,1,15,3462
10216,3,1,2,1,2,1,1,1,1,1,2,2,2,27,647
10217,2,1,1,1,2,2,2,2,1,2,1,1,1,16,3330
10218,4,1,3,1,1,1,1,2,1,1,1,2,1,6,350
10219,3,2,1,1,2,1,1,2,1,2,1,2,3,18,365
10220,5,2,3,1,2,2,2,2,1,2,1,1,1,29,520
10221,3,1,2,1,2,2,1,2,1,2,1,1,1,25,911
10222,4,2,2,1,2,2,2,2,1,2,2,2,3,14,5592
10223,4,3,1,1,2,2,1,2,1,2,1,1,1,18,423
10224,5,2,3,1,2,2,1,2,1,2,1,2,2,5,1161
10225,4,2,2,1,2,1,1,2,1,1,1,1,1,30,3434
10226,7,4,3,1,2,1,1,2,1,1,1,1,1,15,4740
10227,8,3,5,1,2,2,1,2,1,1,1,1,1,18,294
10228,4,2,2,1,1,1,1,1,1,1,2,1,1,21,807
10229,5,4,1,1,1,1,1,2,1,1,2,2,2,1,3107
10230,5,1,4,1,2,2,1,2,1,1,1,2,1,27,312
10231,3,1,2,1,2,1,1,2,1,1,1,1,4,25,1376
10232,3,2,1,2,,,,,,,,,,29,168
10233,6,3,3,1,2,2,1,1,1,1,1,1,1,31,1463
10234,4,2,2,1,1,1,1,2,1,1,1,1,2,8,800
10235,2,1,1,2,,,,,,,,,,11,1790
10236,2,1,1,2,,,,,,,,,,32,324
10237,6,2,4,1,1,1,1,1,1,1,1,1,3,1,580
10238,3,1,2,1,2,2,1,1,1,2,1,1,2,19,3769
10239,5,3,2,1,2,2,2,2,1,2,1,1,1,23,553
10240,3,1,2,1,2,1,1,1,1,1,1,1,2,19,2381
10241,4,2,2,1,2,1,1,2,1,1,2,1,3,18,307
10242,3,2,1,1,2,1,1,2,1,1,1,1,2,22,787
10243,2,1,1,2,,,,,,,,,,28,1726
10244,6,3,3,1,1,2,2,2,1,1,1,1,1,29,90
10245,3,1,2,1,2,2,1,1,1,1,1,1,1,16,1732
10246,5,3,2,1,2,2,2,2,1,2,1,1,3,16,2194
10247,1,0,1,2,,,,,,,,,,16,2252
10248,2,1,1,2,,,,,,,,,,5,1292
10249,4,2,2,1,2,2,1,2,1,2,1,1,3,1,478
10250,3,1,2,1,2,2,1,2,1,2,1,1,1,5,1232
10251,3,1,2,1,1,1,1,2,1,1,1,1,1,1,700
10252,6,5,1,1,1,1,1,2,1,1,1,1,2,10,1561
10253,4,1,3,1,2,1,1,2,1,1,1,1,1,24,672
10254,4,3,1,1,2,2,1,2,1,1,2,2,2,14,2650
10255,5,3,2,2,,,,,,,,,,19,1354
10256,3,1,2,1,2,1,1,1,1,1,1,1,1,32,268
10257,2,1,1,2,,,,,,,,,,31,804
10258,4,3,1,2,,,,,,,,,,6,137
10259,5,2,3,1,2,2,1,2,1,1,1,1,1,21,2250
10260,3,1,2,2,,,,,,,,,,2,743
10261,2,1,1,2,,,,,,,,,,3,253
10262,2,1,1,2,,,,,,,,,,24,800
10263,4,2,2,1,2,1,1,2,1,1,2,2,2,6,167
10264,2,1,1,2,,,,,,,,,,8,1261
10265,2,1,1,2,,,,,,,,,,16,1104
10266,2,1,1,2,,,,,,,,,,23,982
10267,1,0,1,2,,,,,,,,,,6,416
10268,3,1,2,2,,,,,,,,,,10,332
10269,2,1,1,2,,,,,,,,,,9,4378
10270,4,2,2,1,1,1,1,1,1,1,1,1,1,13,849
10271,2,1,1,1,2,2,1,1,1,2,3,3,2,31,1388
10272,2,1,1,2,,,,,,,,,,15,4670
10273,4,1,3,1,2,2,2,2,1,2,1,1,1,16,2744
10274,7,2,5,2,,,,,,,,,,8,287
10275,4,3,1,1,2,2,1,2,1,2,1,1,2,21,938
10276,4,2,2,1,2,2,1,2,1,1,1,1,1,26,2720
10277,5,3,2,1,2,2,1,2,1,1,1,2,2,21,1759
10278,5,4,1,1,1,2,2,2,1,1,1,1,2,7,763
10279,2,1,1,2,,,,,,,,,,14,3074
10280,6,4,2,1,2,2,1,2,2,1,1,3,2,14,2764
10281,4,2,2,1,2,1,1,2,1,2,1,1,1,21,1119
10282,5,3,2,1,2,1,2,2,1,1,1,1,1,28,1994
10283,3,2,1,1,2,1,1,1,1,1,1,1,2,16,1490
10284,3,1,2,1,2,2,1,2,1,2,2,1,4,22,1004
10285,7,5,2,1,2,1,1,2,1,1,1,1,2,5,477
10286,4,2,2,1,1,1,1,1,1,1,1,1,2,6,266
10287,1,1,0,2,,,,,,,,,,5,2716
10288,4,2,2,2,,,,,,,,,,29,116
10289,4,1,3,1,2,2,1,2,1,1,2,2,3,15,3140
10290,2,1,1,2,,,,,,,,,,22,798
10291,7,6,1,1,2,1,1,2,1,1,2,1,1,31,425
10292,4,3,1,1,2,2,2,2,1,2,1,1,1,29,340
10293,4,1,3,1,2,2,2,2,1,2,1,2,2,32,370
10294,4,3,1,1,2,1,1,2,1,1,2,3,3,6,219
10295,6,3,3,1,2,1,1,2,1,1,1,1,1,31,439
10296,3,1,2,1,2,2,1,2,1,2,1,2,2,8,1047
10297,1,0,1,2,,,,,,,,,,31,1551
10298,4,2,2,1,1,2,2,2,2,1,1,2,1,23,757
10299,7,5,2,1,2,1,1,1,1,1,1,1,2,4,89
10300,5,3,2,2,,,,,,,,,,25,600
10301,3,1,2,1,2,1,1,1,1,1,3,3,3,21,1826
10302,3,2,1,1,2,1,1,2,1,1,2,1,2,20,551
10303,6,2,4,1,1,2,1,2,1,1,1,1,1,29,521
10304,3,1,2,2,,,,,,,,,,12,467
10305,1,1,0,2,,,,,,,,,,3,488
10306,5,3,2,1,2,1,1,2,1,1,1,1,1,3,378
10307,5,3,2,1,2,2,1,2,1,1,1,1,2,19,4471
10308,6,2,4,1,1,1,1,1,1,1,1,1,1,16,3886
10309,4,2,2,1,2,2,1,2,1,2,1,1,1,21,1002
10310,3,2,1,2,,,,,,,,,,31,555
10311,1,0,1,2,,,,,,,,,,32,585
10312,4,2,2,1,2,1,1,2,1,1,1,1,1,9,3040
10313,5,2,3,1,1,2,1,2,1,1,1,1,1,27,689
10314,2,1,1,1,2,1,1,2,1,1,1,1,1,24,1099
10315,1,0,1,2,,,,,,,,,,2,2584
10316,5,3,2,1,2,2,2,2,1,2,1,1,1,27,659
10317,4,1,3,1,2,2,2,2,2,2,4,1,4,12,1410
10318,1,0,1,2,,,,,,,,,,29,659
10319,2,1,1,2,,,,,,,,,,24,800
10320,3,2,1,1,2,1,1,1,1,2,1,1,1,21,1618
10321,8,5,3,1,2,2,1,2,1,2,2,2,1,24,894
10322,4,2,2,1,2,2,1,2,1,1,1,1,1,2,1661
10323,5,3,2,1,2,1,2,1,1,2,1,1,1,24,718
10324,4,2,2,1,2,2,2,2,1,2,2,1,1,3,392
10325,3,0,3,1,2,2,1,2,1,1,3,3,1,19,3424
10326,4,2,2,1,1,2,1,1,1,1,1,1,1,11,1820
10327,3,3,0,1,1,2,1,2,2,1,1,1,1,32,506
10328,4,1,3,1,2,2,1,2,1,2,1,1,1,32,420
10329,2,1,1,2,,,,,,,,,,29,288
10330,2,1,1,2,,,,,,,,,,26,874
10331,6,1,5,1,2,2,1,2,1,2,1,1,1,10,491
10332,3,1,2,1,2,1,1,2,1,1,2,2,2,1,411
10333,2,1,1,2,,,,,,,,,,11,1790
10334,7,4,3,1,2,2,1,2,1,2,1,2,2,21,4988
10335,4,1,3,1,2,2,1,1,1,1,1,1,1,2,797
10336,2,1,1,2,,,,,,,,,,15,4670
10337,3,2,1,2,,,,,,,,,,6,166
10338,1,1,0,2,,,,,,,,,,11,3880
10339,4,1,3,1,2,2,1,2,1,1,1,1,1,2,1191
10340,3,2,1,1,2,2,1,2,1,1,1,1,1,4,284
10341,4,2,2,1,1,2,2,2,1,1,1,2,2,22,866
10342,4,3,1,1,2,2,2,2,1,2,2,2,2,31,1213
10343,2,1,1,2,,,,,,,,,,12,839
10344,5,3,2,1,2,2,1,2,1,1,1,3,3,5,1431
10345,8,4,4,2,,,,,,,,,,15,1074
10346,4,1,3,1,2,1,2,2,2,1,1,1,3,12,1298
10347,2,1,1,1,2,1,1,2,1,1,3,2,3,13,1468
10348,3,1,2,1,2,1,1,2,1,1,4,4,4,24,1177
10349,2,1,1,2,,,,,,,,,,27,585
10350,3,2,1,1,1,1,1,2,1,1,1,1,4,2,820
10351,5,1,4,1,2,1,1,2,1,1,1,1,1,30,3261
10352,5,4,1,1,1,1,2,2,1,1,1,1,1,29,123
10353,9,4,5,1,2,2,1,2,1,1,2,2,2,21,2649
10354,2,1,1,2,,,,,,,,,,9,4378
10355,3,1,2,1,2,2,1,2,1,2,1,1,1,30,2514
10356,4,2,2,1,2,1,1,1,1,1,2,1,1,1,303
10357,5,3,2,2,,,,,,,,,,15,1858
10358,4,1,3,1,2,2,1,2,1,1,3,1,3,17,421
10359,6,2,4,1,1,1,1,1,1,1,1,1,1,24,2120
10360,2,1,1,2,,,,,,,,,,23,982
10361,4,3,1,1,2,2,2,2,1,2,1,1,1,7,3364
10362,9,4,5,1,2,2,2,2,1,2,3,3,1,29,318
10363,2,1,1,2,,,,,,,,,,2,1154
10364,8,4,4,1,1,1,1,1,1,1,1,2,2,6,472
10365,1,0,1,2,,,,,,,,,,16,2252
10366,3,2,1,1,2,2,1,1,1,1,2,3,2,3,265
10367,7,3,4,1,2,1,1,1,1,1,1,1,1,22,1562
10368,3,2,1,1,1,1,1,2,1,1,2,2,1,15,6716
10369,3,1,2,1,2,1,1,1,1,1,1,1,1,24,702
10370,3,1,2,2,,,,,,,,,,5,820
10371,4,2,2,2,,,,,,,,,,28,615
10372,3,2,1,2,,,,,,,,,,20,411
10373,3,2,1,2,,,,,,,,,,7,786
10374,4,3,1,1,2,1,1,2,1,1,2,1,3,1,773
10375,4,2,2,1,2,2,1,2,1,2,1,1,2,28,1140
10376,4,1,3,1,1,1,1,1,1,1,2,2,2,11,2421
10377,2,2,0,2,,,,,,,,,,14,2982
10378,6,3,3,1,1,1,1,2,1,1,1,1,4,26,1045
10379,3,2,1,1,2,2,1,2,1,1,2,2,1,3,438
10380,6,3,3,1,2,2,2,2,1,1,1,1,2,13,1672
10381,6,4,2,1,2,2,2,2,1,2,1,1,1,12,550
10382,3,1,2,1,2,2,1,2,1,1,2,2,3,6,331
10383,1,0,1,2,,,,,,,,,,28,3731
10384,3,1,2,1,2,2,1,2,2,2,2,3,1,7,1199
10385,5,4,1,1,2,1,1,1,1,2,1,1,1,6,210
10386,3,2,1,1,2,2,2,2,1,2,1,1,1,7,2689
10387,4,2,2,1,2,2,1,2,1,2,1,1,1,7,2631
10388,4,2,2,1,2,1,1,2,1,1,2,2,3,5,1902
10389,2,1,1,2,,,,,,,,,,20,738
10390,5,3,2,1,2,2,1,2,1,1,1,1,1,28,560
10391,3,1,2,1,1,1,1,1,1,1,2,3,3,1,411
10392,8,2,6,1,2,2,2,1,1,1,1,1,2,26,629
10393,5,3,2,1,1,1,1,1,1,1,2,2,1,4,213
10394,2,2,0,2,,,,,,,,,,5,1269
10395,2,1,1,2,,,,,,,,,,24,800
10396,1,0,1,2,,,,,,,,,,6,416
10397,4,2,2,1,2,2,1,2,1,2,1,1,1,30,3522
10398,2,0,2,2,,,,,,,,,,24,812
10399,2,1,1,2,,,,,,,,,,3,253
10400,4,2,2,1,2,2,1,1,1,1,2,1,1,8,1322
10401,2,1,1,2,,,,,,,,,,8,1261
10402,5,0,5,2,,,,,,,,,,12,187
10403,2,1,1,2,,,,,,,,,,16,1104
10404,3,1,2,1,1,1,1,2,1,1,1,1,1,2,2289
10405,5,3,2,1,2,2,1,2,1,1,1,1,1,28,688
10406,4,2,2,1,1,2,1,2,1,1,1,1,1,20,1017
10407,3,1,2,1,2,1,1,2,1,1,1,2,2,19,2230
10408,6,2,4,2,,,,,,,,,,9,1966
10409,6,3,3,1,2,1,1,1,1,1,2,1,1,32,429
10410,2,1,1,2,,,,,,,,,,29,288
10411,2,1,1,2,,,,,,,,,,32,324
10412,4,2,2,1,2,1,1,1,1,1,2,2,3,9,4460
10413,6,4,2,1,2,2,2,2,1,1,1,1,1,18,229
10414,10,6,4,1,2,2,2,2,1,2,1,2,3,7,2342
10415,3,1,2,1,2,2,1,2,1,1,1,1,1,12,1689
10416,4,2,2,1,2,1,1,2,1,1,1,1,2,18,899
10417,4,2,2,1,1,2,1,1,1,1,2,2,2,13,617
10418,2,1,1,2,,,,,,,,,,21,1468
10419,4,1,3,1,1,2,1,2,1,1,2,1,2,24,717
10420,2,1,1,2,,,,,,,,,,11,1790
10421,6,4,2,1,2,1,1,1,1,1,1,1,2,1,547
10422,4,1,3,1,2,1,2,2,1,1,1,2,3,30,3392
10423,3,3,0,2,,,,,,,,,,27,320
10424,2,1,1,2,,,,,,,,,,11,1790
10425,2,1,1,2,,,,,,,,,,15,4670
10426,4,3,1,1,1,1,1,2,1,1,1,1,1,10,662
10427,2,1,1,2,,,,,,,,,,12,839
10428,4,2,2,1,2,2,2,2,1,2,1,2,2,5,1044
10429,1,0,1,2,,,,,,,,,,16,2252
10430,2,1,1,2,,,,,,,,,,11,1790
10431,2,1,1,2,,,,,,,,,,3,253
10432,1,0,1,2,,,,,,,,,,27,1311
10433,5,3,2,2,,,,,,,,,,2,355
10434,2,1,1,1,2,1,1,2,1,1,1,1,1,5,2931
10435,4,2,2,1,2,1,1,1,1,1,1,1,1,27,699
10436,5,3,2,1,2,1,1,2,1,1,2,1,3,17,813
10437,4,1,3,1,2,2,1,2,1,2,1,3,3,31,748
10438,3,2,1,1,1,2,1,1,1,1,1,3,4,10,547
10439,7,5,2,1,2,2,2,2,1,1,1,9,1,2,4334
10440,3,2,1,2,,,,,,,,,,14,2202
10441,1,0,1,2,,,,,,,,,,10,1284
10442,6,1,5,1,2,2,1,2,1,2,3,3,3,28,1434
10443,6,3,3,2,,,,,,,,,,2,286
10444,4,2,2,1,1,2,1,1,1,1,1,1,1,21,1602
10445,2,0,2,1,2,2,1,2,1,2,1,1,1,4,601
10446,7,4,3,1,2,1,1,2,1,1,1,1,1,21,1600
10447,7,3,4,1,2,2,1,2,1,2,2,2,1,24,1176
10448,6,3,3,1,2,1,1,2,1,1,2,1,2,13,1084
10449,3,1,2,1,1,1,1,2,1,1,1,1,1,16,1252
10450,4,2,2,1,2,2,1,1,1,1,1,1,1,27,780
10451,4,3,1,1,2,2,1,2,1,1,1,1,1,5,1141
10452,4,3,1,1,2,2,1,2,1,2,3,3,4,31,658
10453,1,1,0,2,,,,,,,,,,4,638
10454,5,3,2,1,2,1,1,2,1,1,1,1,2,32,419
10455,5,3,2,1,2,2,1,2,2,2,1,2,1,7,676
10456,3,0,3,1,2,2,1,1,1,1,2,3,2,23,1062
10457,3,2,1,1,2,2,1,2,1,2,3,3,3,32,322
10458,3,1,2,1,2,1,2,2,1,1,2,1,1,18,160
10459,5,3,2,1,2,2,2,2,2,2,1,1,1,32,717
10460,1,0,1,2,,,,,,,,,,10,1284
10461,4,3,1,1,2,1,1,2,1,1,1,1,1,16,928
10462,4,0,4,2,,,,,,,,,,4,142
10463,3,2,1,1,2,1,1,2,1,1,1,1,1,9,3178
10464,5,2,3,1,2,2,1,2,1,2,1,1,1,30,1691
10465,3,2,1,1,1,1,1,1,1,1,1,1,1,27,414
10466,5,3,2,1,2,2,1,2,1,1,1,1,1,14,2826
10467,1,1,0,2,,,,,,,,,,19,4517
10468,4,2,2,2,,,,,,,,,,5,575
10469,5,4,1,1,2,1,1,2,1,1,3,2,4,24,843
10470,5,3,2,1,2,2,1,2,1,2,1,1,2,24,1534
10471,6,2,4,1,2,1,1,2,1,1,1,2,1,13,852
10472,1,1,0,2,,,,,,,,,,13,1833
10473,4,2,2,2,,,,,,,,,,24,413
10474,2,2,0,1,1,1,1,1,1,1,2,2,1,9,4977
10475,5,1,4,1,2,1,1,1,1,1,1,1,1,27,658
10476,4,1,3,1,2,1,2,2,1,1,3,2,3,13,1511
10477,3,1,2,1,2,2,1,2,1,1,1,1,1,15,4152
10478,7,2,5,1,2,1,1,2,1,2,1,1,2,26,662
10479,12,2,10,1,1,1,1,2,1,1,2,2,1,29,33
10480,4,3,1,1,2,1,1,2,1,1,1,1,1,8,1963
10481,2,1,1,2,,,,,,,,,,5,1292
10482,2,1,1,2,,,,,,,,,,29,288
10483,5,2,3,1,2,2,1,1,2,2,1,2,1,10,2179
10484,4,2,2,2,,,,,,,,,,22,418
10485,5,2,3,1,2,2,1,2,1,2,1,2,3,10,711
10486,4,2,2,1,1,1,1,2,1,1,1,1,2,20,764
10487,2,1,1,1,2,1,1,2,1,1,1,1,1,8,1483
10488,3,1,2,1,2,2,1,2,1,2,1,1,1,30,2908
10489,4,3,1,1,2,1,1,1,1,1,1,1,1,8,2782
10490,3,2,1,1,2,1,1,2,1,1,1,1,1,17,610
10491,2,1,1,2,,,,,,,,,,30,2651
10492,1,1,0,2,,,,,,,,,,18,754
10493,4,2,2,1,2,2,1,2,1,1,1,1,1,24,933
10494,6,2,4,1,2,1,1,2,1,1,1,1,1,11,3378
10495,3,1,2,2,,,,,,,,,,20,419
10496,6,4,2,1,2,2,2,2,1,1,1,1,1,13,791
10497,8,5,3,2,,,,,,,,,,9,1357
10498,7,4,3,1,1,1,1,1,1,1,1,1,1,19,1173
10499,3,1,2,2,,,,,,,,,,32,201
10500,3,2,1,1,2,2,2,2,1,2,1,2,2,20,816
10501,2,1,1,1,2,2,2,2,1,1,3,4,2,1,646
10502,6,3,3,1,2,1,1,2,1,1,1,1,1,17,144
10503,6,4,2,1,2,1,1,2,1,1,1,1,1,21,1373
10504,1,1,0,2,,,,,,,,,,31,1705
10505,1,1,0,2,,,,,,,,,,6,462
10506,6,3,3,1,2,2,2,2,1,2,4,1,4,25,2135
10507,2,1,1,2,,,,,,,,,,1,441
10508,6,1,5,1,1,1,1,1,1,1,1,1,1,8,1545
10509,6,2,4,2,,,,,,,,,,13,358
10510,5,2,3,1,2,2,1,1,1,1,2,1,2,21,3176
10511,2,1,1,2,,,,,,,,,,29,288
10512,5,2,3,1,1,1,2,2,1,1,2,2,2,20,1815
10513,3,1,2,1,1,1,1,2,1,2,1,1,1,26,756
10514,3,2,1,1,2,2,1,2,1,2,4,4,4,31,1517
10515,2,1,1,2,,,,,,,,,,16,1104
10516,3,1,2,1,1,1,1,2,1,1,1,1,1,11,1365
10517,4,2,2,2,,,,,,,,,,10,237
10518,4,3,1,1,1,2,1,2,1,1,1,1,4,25,1336
10519,5,3,2,1,2,2,1,2,1,2,1,1,1,5,2264
10520,4,3,1,1,1,1,1,1,1,1,1,1,2,22,782
10521,2,1,1,2,,,,,,,,,,32,324
10522,13,7,6,1,2,2,1,2,1,1,1,1,1,17,12
10523,8,3,5,1,2,2,1,2,1,1,1,1,1,32,1057
10524,3,1,2,1,2,1,1,2,1,1,1,1,1,32,349
10525,2,1,1,2,,,,,,,,,,18,281
10526,4,2,2,1,2,1,1,2,1,1,2,2,2,27,632
10527,3,2,1,1,2,2,2,2,2,2,1,2,2,16,1262
10528,6,4,2,1,1,1,1,2,1,1,1,1,1,31,453
10529,4,2,2,1,2,1,1,2,1,1,2,1,1,6,212
10530,2,1,1,2,,,,,,,,,,32,324
10531,6,3,3,1,1,1,1,2,1,1,1,1,1,7,537
10532,5,2,3,1,2,1,1,2,1,1,4,1,4,4,236
10533,1,0,1,2,,,,,,,,,,11,3641
10534,1,0,1,2,,,,,,,,,,32,585
10535,3,2,1,1,2,2,2,2,2,2,2,2,2,21,4823
10536,3,1,2,1,2,2,2,2,1,2,1,1,1,21,4892
10537,3,2,1,1,1,1,1,1,1,1,1,1,1,18,317
10538,5,2,3,1,2,2,1,2,1,2,1,1,1,20,384
10539,5,3,2,1,2,2,1,2,1,1,1,1,1,28,1293
10540,6,3,3,1,2,2,1,2,1,1,2,2,2,27,632
10541,7,1,6,1,2,2,1,2,2,2,1,1,1,32,789
10542,3,2,1,1,1,2,1,2,1,1,1,1,1,27,495
10543,4,3,1,1,2,2,1,2,1,1,2,2,4,26,635
10544,3,1,2,2,,,,,,,,,,5,820
10545,3,1,2,1,2,2,1,2,1,2,2,2,2,6,232
10546,7,3,4,1,2,2,1,2,1,1,4,2,1,16,2141
10547,2,1,1,1,2,2,1,2,1,1,1,1,2,19,4550
10548,1,1,0,2,,,,,,,,,,9,7940
10549,4,1,3,1,2,1,1,2,1,1,2,1,2,23,933
10550,1,1,0,2,,,,,,,,,,8,2684
10551,3,1,2,1,2,1,1,2,1,1,2,2,2,27,647
10552,5,2,3,1,2,2,1,2,1,1,1,1,1,28,1872
10553,1,1,0,2,,,,,,,,,,6,462
10554,2,1,1,2,,,,,,,,,,1,441
10555,4,2,2,1,1,2,1,1,1,1,2,2,2,15,2281
10556,8,2,6,2,,,,,,,,,,32,63
10557,2,0,2,2,,,,,,,,,,18,189
10558,4,1,3,1,1,1,1,1,1,1,1,1,3,1,395
10559,4,3,1,1,2,2,1,2,2,2,2,2,2,23,1046
10560,1,0,1,2,,,,,,,,,,20,1766
10561,4,2,2,2,,,,,,,,,,11,812
10562,1,1,0,1,1,2,2,2,1,1,1,1,1,26,2541
10563,3,2,1,1,2,2,1,2,1,2,1,2,1,16,1262
10564,5,2,3,1,2,1,1,2,1,1,1,2,3,8,1176
10565,2,1,1,2,,,,,,,,,,30,2651
10566,3,2,1,1,2,2,2,2,1,2,2,3,2,12,1213
10567,3,1,2,1,1,2,1,2,1,1,1,1,1,6,276
10568,2,1,1,2,,,,,,,,,,6,228
10569,3,2,1,2,,,,,,,,,,19,1843
10570,2,1,1,2,,,,,,,,,,18,281
10571,5,2,3,1,2,2,2,2,1,2,1,1,2,25,1563
10572,4,2,2,1,2,1,1,2,2,1,1,1,1,21,1602
10573,7,5,2,1,2,2,1,1,1,1,1,1,1,16,3201
10574,2,1,1,1,2,2,1,2,1,2,1,1,1,8,2034
10575,4,2,2,1,2,1,2,1,1,1,1,1,1,13,839
10576,4,2,2,2,,,,,,,,,,23,495
10577,6,4,2,1,2,2,1,2,1,1,1,2,3,16,2878
10578,6,3,3,1,1,1,1,1,1,1,2,1,3,4,596
10579,2,1,1,2,,,,,,,,,,30,2651
10580,5,3,2,1,2,2,1,2,1,1,1,1,1,5,2253
10581,5,1,4,1,1,1,1,2,1,1,3,2,3,18,131
10582,5,2,3,1,2,2,1,2,1,2,1,1,1,24,904
10583,4,2,2,2,,,,,,,,,,24,413
10584,4,3,1,1,1,2,1,1,1,1,1,1,1,7,1668
10585,7,4,3,1,2,2,1,2,1,2,1,1,1,30,1771
10586,2,2,0,1,2,2,1,2,1,2,1,1,1,3,418
10587,3,2,1,1,2,1,1,2,1,1,1,2,2,7,1375
10588,6,4,2,1,2,2,1,2,1,2,1,1,3,30,9844
10589,5,2,3,1,1,1,1,2,1,1,1,2,2,26,1393
10590,2,1,1,2,,,,,,,,,,25,1100
10591,2,1,1,1,2,2,2,2,1,2,2,2,1,31,800
10592,8,5,3,1,2,2,1,2,1,2,1,1,1,28,805
10593,6,2,4,1,1,2,2,2,1,1,1,1,1,2,2025
10594,6,2,4,1,2,2,2,2,1,2,1,3,1,23,554
10595,5,1,4,1,2,1,2,2,1,1,1,1,1,32,471
10596,2,1,1,2,,,,,,,,,,18,281
10597,2,1,1,2,,,,,,,,,,20,738
10598,1,1,0,2,,,,,,,,,,28,4478
10599,4,2,2,1,2,2,2,2,1,2,2,2,2,24,1049
10600,4,2,2,2,,,,,,,,,,19,1548
10601,3,0,3,1,1,2,1,2,1,1,1,1,2,1,356
10602,6,3,3,1,1,1,1,2,1,1,1,1,1,11,3303
10603,5,2,3,1,2,1,1,1,1,1,1,1,1,21,1896
10604,7,2,5,1,2,1,1,1,1,1,1,1,1,4,441
10605,4,2,2,1,1,1,1,2,1,1,1,1,1,19,3342
10606,5,3,2,1,2,2,1,2,1,2,1,1,1,21,2066
10607,5,2,3,1,2,1,1,2,1,2,2,2,3,13,1567
10608,5,3,2,2,,,,,,,,,,24,333
10609,5,1,4,1,1,2,1,2,1,1,1,1,2,19,3193
10610,4,2,2,1,2,1,1,1,1,1,1,1,1,11,1548
10611,2,0,2,1,2,2,2,2,1,2,1,2,2,7,2021
10612,4,2,2,1,1,1,1,2,1,1,1,1,2,27,563
10613,3,1,2,2,,,,,,,,,,11,1101
10614,5,2,3,1,2,1,1,2,1,1,1,1,2,18,278
10615,3,1,2,1,2,2,2,2,1,2,1,1,1,20,1937
10616,3,1,2,2,,,,,,,,,,11,1101
10617,1,1,0,2,,,,,,,,,,22,1467
10618,5,3,2,1,2,2,2,2,1,2,1,1,1,17,1104
10619,5,2,3,1,1,1,1,2,1,1,2,2,3,29,234
10620,2,1,1,2,,,,,,,,,,16,1104
10621,5,3,2,1,2,2,2,2,1,1,1,1,1,18,597
10622,1,0,1,2,,,,,,,,,,13,1938
10623,4,1,3,1,2,1,1,1,1,1,1,1,1,9,4327
10624,3,1,2,1,2,1,1,2,1,1,1,1,3,24,953
10625,4,2,2,1,2,2,2,1,1,1,1,1,1,17,966
10626,4,2,2,1,2,2,1,1,1,1,1,1,1,16,3250
10627,1,0,1,2,,,,,,,,,,15,9130
10628,5,3,2,1,2,2,1,2,1,1,3,2,2,31,606
10629,5,1,4,1,2,1,2,2,1,1,3,3,4,11,1956
10630,5,3,2,1,1,1,1,1,1,1,2,1,2,21,1453
10631,3,1,2,2,,,,,,,,,,28,887
10632,2,1,1,2,,,,,,,,,,24,800
10633,1,0,1,2,,,,,,,,,,8,2474
10634,3,2,1,1,2,1,1,1,1,1,1,1,1,6,191
10635,8,3,5,1,2,2,1,2,1,1,1,1,2,22,468
10636,2,0,2,2,,,,,,,,,,21,1568
10637,4,3,1,1,2,2,2,2,1,2,1,1,1,20,345
10638,2,1,1,2,,,,,,,,,,21,1468
10639,8,4,4,1,2,2,1,1,1,1,1,1,1,27,213
10640,4,3,1,1,2,1,1,2,1,1,1,1,4,1,501
10641,3,2,1,1,2,2,2,2,2,2,2,3,3,30,2855
10642,5,2,3,1,2,2,1,2,1,1,1,1,2,10,349
10643,3,2,1,2,,,,,,,,,,18,207
10644,2,1,1,2,,,,,,,,,,12,839
10645,3,2,1,2,,,,,,,,,,4,165
10646,5,2,3,1,2,1,2,1,1,1,1,1,1,15,4384
10647,4,2,2,1,2,2,1,2,1,1,1,1,2,31,678
10648,2,1,1,2,,,,,,,,,,21,1468
10649,4,3,1,1,2,1,1,2,1,1,1,1,3,12,1456
10650,1,0,1,1,2,1,1,1,1,1,1,1,1,18,798
10651,3,1,2,1,1,2,1,2,1,1,1,1,1,2,1446
10652,2,2,0,2,,,,,,,,,,13,905
10653,1,0,1,2,,,,,,,,,,20,1766
10654,5,4,1,1,2,1,1,1,1,1,1,1,1,1,444
10655,1,0,1,2,,,,,,,,,,15,9130
10656,4,1,3,1,2,1,1,1,1,1,3,2,2,13,1375
10657,5,3,2,1,2,2,1,2,1,1,1,1,1,32,159
10658,1,1,0,2,,,,,,,,,,32,696
10659,5,3,2,1,1,1,1,2,1,1,1,1,1,5,1669
10660,2,1,1,2,,,,,,,,,,6,228
10661,2,1,1,2,,,,,,,,,,23,982
10662,2,0,2,1,1,1,1,1,1,1,1,1,1,15,8487
10663,7,4,3,1,2,1,1,2,1,1,3,3,3,20,1272
10664,1,0,1,2,,,,,,,,,,24,1587
10665,5,3,2,1,1,2,2,2,1,1,1,4,4,15,2778
10666,6,3,3,1,2,2,1,2,1,2,1,2,2,29,203
10667,4,2,2,1,2,1,1,2,1,1,1,1,1,21,1817
10668,5,3,2,1,2,1,1,2,1,1,2,2,1,25,1130
10669,2,1,1,2,,,,,,,,,,31,804
