FOLIO,P1_1,P1_2_1,P1_2_2,P1_3,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_5,P4_1_1,P4_1_2,P4_1_3,ENT
3058,4,1,3,1,2,2,1,2,1,1,,1,1,1,32
3059,3,1,2,2,,,,,,,,,,,7
3060,5,3,2,1,2,2,2,2,1,1,,1,1,2,32
3061,2,1,1,2,,,,,,,,,,,17
3062,5,2,3,1,2,2,2,2,1,2,1,1,1,1,32
3063,1,1,0,2,,,,,,,,,,,31
3064,6,2,4,1,1,1,1,1,1,1,,1,1,1,8
3065,1,1,0,2,,,,,,,,,,,27
3066,3,1,2,1,2,2,1,1,1,1,,1,1,1,23
3067,5,2,3,1,2,2,1,2,1,1,,1,1,1,8
3068,2,1,1,2,,,,,,,,,,,24
3069,6,2,4,1,2,2,1,2,1,2,1,1,1,1,1
3070,8,3,5,1,2,2,1,2,1,1,,1,1,1,9
3071,5,2,3,1,2,2,1,1,1,1,,2,3,2,29
3072,3,2,1,1,2,2,1,1,1,1,,2,2,3,28
3073,2,1,1,2,,,,,,,,,,,32
3074,6,3,3,1,2,2,2,2,1,1,,2,2,3,20
3075,1,1,0,2,,,,,,,,,,,11
3076,7,4,3,1,1,1,1,1,1,1,,2,3,2,32
3077,2,1,1,2,,,,,,,,,,,1
3078,1,1,0,2,,,,,,,,,,,22
3079,4,3,1,1,2,2,1,2,1,1,,2,1,2,27
3080,4,2,2,1,2,1,1,2,1,1,,1,1,1,21
3081,4,2,2,1,2,1,1,2,1,1,,3,3,1,6
3082,2,0,2,1,2,1,2,1,2,1,,1,1,1,25
3083,5,3,2,1,2,2,1,2,1,1,,1,1,1,8
3084,2,0,2,2,,,,,,,,,,,12
3085,4,3,1,1,2,1,1,2,1,1,,1,1,1,21
3086,1,0,1,2,,,,,,,,,,,18
3087,3,1,2,1,2,1,1,1,1,1,,3,2,1,18
3088,5,1,4,1,2,2,2,2,1,2,1,2,1,1,31
3089,2,1,1,2,,,,,,,,,,,17
3090,2,1,1,2,,,,,,,,,,,20
3091,2,1,1,2,,,,,,,,,,,12
3092,5,1,4,1,2,1,1,2,1,2,1,1,1,4,5
3093,2,1,1,2,,,,,,,,,,,25
3094,5,1,4,1,2,2,2,2,1,2,1,2,1,2,21
3095,4,2,2,1,1,1,1,1,1,1,,3,4,2,5
3096,10,5,5,1,2,2,1,2,1,1,,1,1,1,31
3097,4,1,3,1,2,2,1,2,1,2,1,1,1,1,10
3098,4,2,2,1,2,1,1,2,1,1,,1,1,1,2
3099,5,2,3,1,1,2,1,2,1,1,,1,1,2,22
3100,4,2,2,1,1,1,1,2,1,1,,1,1,1,17
3101,5,4,1,1,2,1,1,1,1,1,,1,1,1,2
3102,5,2,3,1,1,1,1,2,1,1,,2,2,3,11
3103,1,1,0,2,,,,,,,,,,,8
3104,5,3,2,1,2,2,2,2,1,2,1,1,1,1,18
3105,6,3,3,1,2,1,1,2,1,1,,1,1,2,3
3106,4,3,1,1,2,2,2,2,1,2,1,1,1,1,31
3107,4,1,3,1,1,2,2,2,1,2,6,1,1,1,15
3108,6,4,2,1,1,1,1,2,1,1,,1,1,1,11
3109,1,1,0,2,,,,,,,,,,,2
3110,7,2,5,1,2,2,1,2,1,1,,1,1,2,28
3111,1,0,1,2,,,,,,,,,,,25
3112,8,5,3,1,2,2,1,2,1,2,1,2,2,1,29
3113,5,4,1,1,1,1,1,1,1,1,,1,2,2,21
3114,3,2,1,1,2,1,1,2,1,1,,2,2,4,25
3115,5,2,3,1,2,2,1,1,1,1,,2,1,1,2
3116,6,3,3,1,1,1,1,1,1,1,,1,1,2,15
3117,8,1,7,1,2,2,2,2,2,2,1,1,1,1,16
3118,11,4,7,1,2,2,2,2,1,2,1,1,1,1,7
3119,4,2,2,1,2,2,1,2,1,2,1,2,2,2,27
3120,2,1,1,2,,,,,,,,,,,31
3121,2,1,1,2,,,,,,,,,,,26
3122,5,3,2,1,2,1,1,2,1,1,,1,1,1,22
3123,4,1,3,2,,,,,,,,,,,14
3124,2,1,1,2,,,,,,,,,,,11
3125,4,2,2,1,2,2,1,2,1,1,,2,2,2,9
3126,6,2,4,1,2,2,1,2,1,2,1,1,1,1,10
3127,5,2,3,2,,,,,,,,,,,20
3128,5,3,2,1,2,2,1,2,1,1,,1,1,1,32
3129,7,5,2,1,2,1,1,2,1,1,,1,1,1,28
3130,5,2,3,1,2,1,1,2,1,1,,1,1,1,16
3131,4,1,3,1,2,2,1,1,1,1,,1,1,1,15
3132,3,1,2,1,1,2,2,2,1,1,,1,1,1,20
3133,4,2,2,1,2,2,1,1,1,1,,1,1,1,11
3134,5,3,2,1,1,1,1,1,1,1,,4,2,2,15
3135,4,2,2,1,2,2,1,2,1,1,,1,1,2,30
3136,3,3,0,2,,,,,,,,,,,3
3137,5,3,2,1,2,2,1,2,1,1,,1,1,1,32
3138,4,3,1,1,2,2,1,2,1,2,1,1,1,1,5
3139,10,4,6,1,2,2,2,2,1,2,1,2,1,1,13
3140,6,1,5,1,2,1,1,2,1,1,,1,1,1,8
3141,5,1,4,1,2,2,2,2,1,2,1,1,1,1,8
3142,3,1,2,2,,,,,,,,,,,13
3143,4,1,3,1,2,1,1,1,1,1,,1,1,1,32
3144,2,1,1,1,2,2,1,2,1,2,1,1,1,1,11
3145,2,0,2,1,2,2,1,2,1,2,2,1,1,3,15
3146,1,0,1,2,,,,,,,,,,,8
3147,4,1,3,1,1,2,1,2,1,1,,1,2,4,22
3148,5,1,4,1,1,1,1,1,1,1,,1,1,1,17
3149,4,3,1,1,2,2,1,1,1,1,,1,1,1,2
3150,4,2,2,1,2,1,1,1,1,1,,2,2,2,22
3151,1,0,1,2,,,,,,,,,,,21
3152,6,4,2,1,1,1,1,2,1,1,,1,1,1,22
3153,5,4,1,1,2,2,1,2,1,2,6,1,1,1,1
3154,2,0,2,1,2,1,1,2,1,1,,1,1,1,26
3155,3,2,1,1,2,1,1,2,1,1,,1,1,1,31
3156,5,3,2,2,,,,,,,,,,,19
3157,5,3,2,1,2,2,1,2,1,2,1,1,1,2,23
3158,6,3,3,1,2,2,1,2,1,2,1,1,1,1,30
3159,1,0,1,2,,,,,,,,,,,29
3160,5,3,2,1,2,1,1,2,1,1,,1,1,1,15
3161,7,3,4,1,2,2,1,2,1,1,,1,1,1,8
3162,7,4,3,1,2,1,1,2,1,1,,1,1,1,29
3163,3,1,2,1,2,1,2,2,1,1,,1,2,2,17
3164,7,1,6,1,2,2,1,2,1,1,,2,1,1,20
3165,2,1,1,2,,,,,,,,,,,27
3166,3,3,0,2,,,,,,,,,,,2
3167,5,2,3,1,2,1,1,1,1,1,,1,2,1,6
3168,6,2,4,1,1,1,1,1,1,1,,2,2,2,1
3169,4,2,2,1,2,2,1,2,1,2,7,1,1,1,22
3170,1,0,1,1,2,1,2,2,1,1,,1,1,2,6
3171,1,1,0,2,,,,,,,,,,,21
3172,7,3,4,1,2,2,1,1,1,1,,1,1,1,5
3173,4,3,1,1,1,2,1,2,1,1,,1,1,1,5
3174,4,2,2,1,1,2,1,1,1,1,,1,1,1,16
3175,10,4,6,1,2,1,1,2,1,1,,1,1,1,11
3176,3,1,2,1,2,2,2,2,2,2,1,4,2,3,12
3177,7,4,3,1,2,2,1,2,1,2,1,1,1,3,15
3178,3,2,1,1,1,1,1,2,1,1,,1,1,1,14
3179,12,5,7,1,2,2,1,2,1,2,7,1,1,1,27
3180,2,1,1,2,,,,,,,,,,,23
3181,2,0,2,2,,,,,,,,,,,26
3182,4,3,1,1,2,1,1,2,1,1,,2,2,2,31
3183,4,3,1,1,2,2,1,2,1,1,,1,2,1,23
3184,4,1,3,2,,,,,,,,,,,1
3185,7,3,4,1,2,1,2,2,1,1,,1,1,1,31
3186,1,1,0,2,,,,,,,,,,,17
3187,4,3,1,1,1,1,1,1,1,1,,1,1,1,31
3188,5,3,2,1,2,1,1,2,1,1,,1,1,1,8
3189,4,2,2,1,1,2,1,1,1,1,,1,1,3,19
3190,1,1,0,2,,,,,,,,,,,31
3191,2,1,1,2,,,,,,,,,,,12
3192,4,1,3,1,2,2,1,2,1,1,,1,1,1,19
3193,3,2,1,2,,,,,,,,,,,2
3194,4,2,2,1,2,2,2,2,1,1,,1,1,1,22
3195,4,1,3,1,2,1,1,1,1,1,,2,2,2,6
3196,1,1,0,2,,,,,,,,,,,31
3197,2,1,1,2,,,,,,,,,,,20
3198,8,3,5,1,2,1,1,2,1,1,,2,2,3,12
3199,6,4,2,1,2,2,2,2,1,2,2,1,1,3,31
3200,3,2,1,1,2,2,1,2,1,2,1,1,1,1,12
3201,1,1,0,1,2,1,1,2,1,1,,1,1,2,27
3202,4,3,1,1,1,1,1,1,1,1,,2,3,1,24
3203,2,1,1,2,,,,,,,,,,,6
3204,4,2,2,2,,,,,,,,,,,2
3205,5,2,3,1,2,2,1,2,1,1,,1,1,1,14
3206,4,2,2,1,2,2,2,2,1,1,,2,2,2,21
3207,2,0,2,1,2,2,2,2,1,2,1,1,1,1,14
3208,4,2,2,2,,,,,,,,,,,32
3209,6,4,2,1,1,1,1,2,1,1,,1,1,3,11
3210,3,2,1,2,,,,,,,,,,,5
3211,4,3,1,1,2,2,1,2,1,1,,3,3,1,2
3212,2,1,1,2,,,,,,,,,,,13
3213,3,0,3,1,2,2,1,2,1,2,2,2,2,2,25
3214,5,3,2,1,2,2,1,2,1,1,,1,1,1,15
3215,3,0,3,1,2,1,1,2,1,1,,1,1,1,9
3216,7,5,2,1,2,2,1,2,1,2,1,1,1,4,23
3217,2,1,1,2,,,,,,,,,,,5
3218,3,2,1,1,2,2,1,2,1,2,6,2,2,2,31
3219,2,1,1,2,,,,,,,,,,,15
3220,2,1,1,2,,,,,,,,,,,10
3221,3,1,2,2,,,,,,,,,,,15
3222,2,1,1,2,,,,,,,,,,,15
3223,4,2,2,1,2,2,1,2,1,2,1,1,1,1,27
3224,6,4,2,1,2,1,1,2,1,1,,1,1,3,4
3225,5,2,3,1,2,1,1,1,1,1,,1,2,1,9
3226,3,2,1,1,2,1,1,1,1,1,,2,2,1,23
3227,1,1,0,2,,,,,,,,,,,5
3228,1,1,0,2,,,,,,,,,,,19
3229,2,1,1,2,,,,,,,,,,,15
3230,2,1,1,2,,,,,,,,,,,9
3231,1,1,0,2,,,,,,,,,,,22
3232,2,1,1,2,,,,,,,,,,,16
3233,2,1,1,1,2,1,1,1,1,1,,1,1,1,14
3234,2,1,1,2,,,,,,,,,,,15
3235,4,2,2,1,2,2,2,2,1,2,1,1,1,1,10
3236,5,2,3,1,2,1,1,2,1,1,,1,3,3,15
3237,5,2,3,1,2,1,1,2,1,1,,1,1,1,20
3238,5,2,3,1,2,2,1,2,1,1,,1,1,1,2
3239,3,1,2,1,2,2,2,2,1,1,,1,1,2,32
3240,1,1,0,2,,,,,,,,,,,5
3241,7,4,3,1,2,2,1,2,1,1,,1,1,1,10
3242,2,1,1,2,,,,,,,,,,,20
3243,5,3,2,1,2,2,1,2,2,1,,1,1,1,17
3244,8,3,5,1,2,2,1,2,1,1,,1,1,1,28
3245,4,1,3,1,1,2,2,2,1,1,,2,2,2,27
3246,5,2,3,2,,,,,,,,,,,13
3247,1,1,0,2,,,,,,,,,,,16
3248,2,1,1,2,,,,,,,,,,,4
3249,4,2,2,1,2,2,2,2,1,2,6,1,1,1,12
3250,3,1,2,1,2,2,1,1,1,1,,1,1,1,15
3251,7,4,3,1,1,1,1,1,1,1,,1,1,1,14
3252,3,2,1,1,2,2,1,2,1,1,,2,2,3,6
3253,3,1,2,1,1,1,1,2,1,1,,1,1,1,17
3254,2,2,0,2,,,,,,,,,,,20
3255,1,1,0,2,,,,,,,,,,,2
3256,1,1,0,2,,,,,,,,,,,15
3257,2,1,1,2,,,,,,,,,,,29
3258,5,2,3,1,2,1,1,2,1,2,1,1,1,1,12
3259,3,1,2,1,2,1,1,2,1,1,,1,1,1,22
3260,4,1,3,1,1,1,1,2,1,1,,1,1,1,1
3261,5,2,3,1,1,2,1,2,1,1,,1,1,1,7
3262,2,1,1,1,2,1,1,2,1,1,,2,2,1,29
3263,5,2,3,1,2,1,1,1,1,1,,2,2,3,26
3264,2,1,1,2,,,,,,,,,,,24
3265,4,1,3,1,2,2,1,2,1,2,2,1,1,1,14
3266,6,3,3,1,2,2,1,2,1,1,,1,1,1,1
3267,1,0,1,2,,,,,,,,,,,18
3268,3,1,2,1,2,2,2,2,1,2,1,1,1,1,29
3269,4,2,2,1,2,1,1,2,1,1,,1,2,1,1
3270,2,0,2,2,,,,,,,,,,,28
3271,5,3,2,1,2,1,1,2,1,1,,1,1,1,27
3272,2,1,1,2,,,,,,,,,,,6
3273,4,3,1,2,,,,,,,,,,,16
3274,5,3,2,1,2,2,1,2,1,2,5,1,1,1,5
3275,2,1,1,2,,,,,,,,,,,32
3276,5,3,2,1,2,2,1,1,1,1,,1,1,1,25
3277,3,1,2,1,2,2,1,1,1,2,1,1,3,3,30
3278,2,1,1,2,,,,,,,,,,,5
3279,4,2,2,1,2,1,1,1,1,1,,1,1,2,26
3280,2,1,1,2,,,,,,,,,,,6
3281,2,1,1,2,,,,,,,,,,,8
3282,4,1,3,1,1,1,1,2,1,1,,1,1,1,19
3283,3,1,2,1,2,2,2,2,2,2,1,1,2,3,28
3284,5,2,3,1,2,1,1,1,1,1,,2,1,1,21
3285,2,1,1,1,2,2,2,1,2,2,1,1,1,1,32
3286,4,3,1,2,,,,,,,,,,,14
3287,4,0,4,1,2,1,1,2,1,1,,1,2,2,27
3288,2,1,1,2,,,,,,,,,,,3
3289,3,1,2,1,2,1,1,1,1,1,,1,2,1,26
3290,5,3,2,1,2,2,2,2,1,2,1,1,1,1,8
3291,5,3,2,1,2,2,1,2,1,1,,1,1,2,7
3292,3,1,2,1,2,1,1,1,1,1,,2,1,1,31
3293,4,1,3,1,1,2,1,2,1,1,,1,1,1,8
3294,6,3,3,2,,,,,,,,,,,25
3295,3,1,2,1,2,1,1,1,1,1,,1,1,1,16
3296,6,2,4,1,2,2,1,2,1,2,1,1,1,2,7
3297,7,4,3,1,2,2,1,2,2,2,1,1,2,2,28
3298,5,3,2,1,1,1,1,2,1,1,,1,1,1,29
3299,5,2,3,1,1,2,1,2,1,1,,1,1,2,29
3300,4,2,2,1,2,1,1,2,1,2,9,2,3,3,5
3301,6,3,3,1,2,2,1,2,1,2,6,2,1,1,29
3302,4,0,4,1,2,2,2,2,2,2,1,2,1,2,26
3303,6,5,1,1,2,2,1,2,1,2,1,1,1,1,18
3304,1,1,0,2,,,,,,,,,,,20
3305,5,3,2,1,1,2,1,2,1,1,,1,1,1,12
3306,4,1,3,1,2,2,1,1,1,1,,2,1,2,18
3307,9,6,3,1,2,2,2,2,1,2,1,1,1,1,23
3308,5,1,4,2,,,,,,,,,,,15
3309,3,2,1,2,,,,,,,,,,,6
3310,3,1,2,2,,,,,,,,,,,26
3311,4,2,2,1,2,2,2,2,1,2,1,1,1,1,8
3312,4,1,3,1,2,2,1,2,1,2,6,1,1,1,12
3313,4,1,3,1,2,1,1,2,1,1,,1,1,1,22
3314,3,1,2,1,2,1,1,1,1,1,,1,1,2,27
3315,2,1,1,1,2,1,1,2,1,1,,1,1,1,31
3316,5,3,2,1,1,1,1,1,1,1,,2,1,3,29
3317,2,1,1,2,,,,,,,,,,,20
3318,2,1,1,2,,,,,,,,,,,15
3319,2,1,1,2,,,,,,,,,,,31
3320,1,1,0,1,2,1,1,1,1,1,,1,1,2,19
3321,3,1,2,1,2,1,2,2,1,1,,1,1,1,15
3322,4,3,1,1,1,1,1,1,1,1,,1,1,1,2
3323,5,1,4,1,2,2,2,2,1,1,,2,4,2,7
3324,4,1,3,2,,,,,,,,,,,13
3325,1,0,1,2,,,,,,,,,,,12
3326,2,1,1,2,,,,,,,,,,,15
3327,3,2,1,2,,,,,,,,,,,3
3328,7,4,3,1,1,1,1,1,1,1,,1,2,2,14
3329,1,1,0,2,,,,,,,,,,,32
3330,3,2,1,1,2,2,1,2,1,1,,1,2,2,10
3331,5,1,4,1,1,1,1,1,1,1,,1,1,1,17
3332,3,2,1,1,2,1,1,2,1,1,,1,2,2,4
3333,2,1,1,2,,,,,,,,,,,1
3334,2,1,1,2,,,,,,,,,,,2
3335,6,4,2,1,1,1,1,1,1,1,,1,1,3,11
3336,4,2,2,2,,,,,,,,,,,30
3337,2,0,2,2,,,,,,,,,,,25
3338,4,1,3,1,1,2,1,1,1,1,,1,1,1,4
3339,6,5,1,1,2,1,1,2,1,1,,2,4,1,10
3340,1,1,0,2,,,,,,,,,,,10
3341,4,1,3,1,1,1,1,2,1,1,,1,1,1,26
3342,5,3,2,1,2,1,1,1,1,1,,1,2,1,25
3343,4,3,1,1,2,1,1,2,1,1,,2,3,2,20
3344,4,2,2,1,1,1,1,2,1,1,,1,1,1,3
3345,1,0,1,2,,,,,,,,,,,14
3346,2,1,1,2,,,,,,,,,,,4
3347,3,2,1,1,2,2,2,1,1,1,,1,1,1,6
3348,4,1,3,1,2,2,1,2,2,2,1,1,2,1,10
3349,4,0,4,1,2,1,1,1,1,1,,1,1,2,21
3350,6,3,3,1,1,1,1,2,1,1,,1,1,1,20
3351,3,2,1,1,2,1,1,2,1,1,,3,3,2,18
3352,4,2,2,1,2,1,2,1,1,1,,2,2,2,29
3353,3,1,2,1,2,2,1,2,1,1,,1,1,1,28
3354,5,2,3,1,2,2,2,2,1,2,1,1,1,1,5
3355,2,1,1,2,,,,,,,,,,,5
3356,2,1,1,2,,,,,,,,,,,22
3357,3,1,2,1,1,1,1,1,1,1,,2,2,2,13
3358,6,4,2,1,2,1,1,2,1,1,,2,2,2,27
3359,4,2,2,1,1,1,1,1,1,1,,1,1,1,4
3360,4,2,2,1,2,2,2,2,2,2,1,1,3,3,21
3361,2,1,1,1,2,2,1,2,1,2,1,1,1,1,19
3362,2,1,1,2,,,,,,,,,,,8
3363,5,3,2,1,2,1,1,2,1,1,,1,2,3,15
3364,3,2,1,1,2,2,1,1,1,1,,1,1,1,16
3365,1,1,0,2,,,,,,,,,,,13
3366,2,1,1,2,,,,,,,,,,,7
3367,1,1,0,2,,,,,,,,,,,26
3368,4,2,2,2,,,,,,,,,,,26
3369,6,2,4,1,2,1,1,2,1,1,,3,2,2,16
3370,4,1,3,2,,,,,,,,,,,4
3371,6,4,2,1,2,2,1,2,1,1,,1,1,2,31
3372,4,2,2,1,2,2,1,2,1,1,,1,1,1,12
3373,5,1,4,2,,,,,,,,,,,3
3374,2,1,1,2,,,,,,,,,,,32
3375,4,2,2,1,2,1,1,1,1,1,,1,1,1,15
3376,4,2,2,1,2,2,1,2,1,2,1,1,1,1,27
3377,2,1,1,2,,,,,,,,,,,16
3378,7,5,2,1,2,1,1,2,1,1,,3,2,2,21
3379,3,2,1,1,2,1,1,2,1,1,,2,2,2,6
3380,2,1,1,2,,,,,,,,,,,16
3381,4,1,3,2,,,,,,,,,,,13
3382,6,1,5,1,2,2,1,2,1,1,,1,1,1,20
3383,3,2,1,1,1,1,1,1,1,1,,2,2,2,31
3384,4,2,2,1,1,2,1,2,1,1,,1,1,1,25
3385,3,2,1,2,,,,,,,,,,,29
3386,4,1,3,1,2,2,2,2,1,2,1,1,1,1,5
3387,5,3,2,1,1,1,1,1,1,1,,1,1,1,15
3388,3,2,1,1,2,1,1,2,1,1,,1,1,3,23
3389,1,0,1,2,,,,,,,,,,,1
3390,4,1,3,1,2,2,1,2,1,1,,3,3,3,15
3391,2,1,1,1,2,2,1,2,1,1,,1,1,3,9
3392,2,1,1,2,,,,,,,,,,,4
3393,4,3,1,1,2,1,1,2,1,1,,1,1,1,12
3394,1,1,0,2,,,,,,,,,,,11
3395,6,3,3,1,2,2,1,2,1,1,,1,2,2,6
3396,4,1,3,1,2,2,1,2,1,2,1,1,1,1,29
3397,2,0,2,2,,,,,,,,,,,27
3398,6,2,4,1,2,2,2,2,1,2,1,1,2,1,27
3399,6,3,3,1,2,2,2,2,1,2,1,1,1,1,13
3400,7,4,3,1,1,1,1,1,1,1,,1,1,1,1
3401,2,1,1,2,,,,,,,,,,,4
3402,1,0,1,2,,,,,,,,,,,17
3403,4,2,2,1,2,2,1,2,1,2,1,1,1,1,5
3404,4,2,2,1,2,2,1,2,1,1,,1,1,2,10
3405,5,3,2,1,1,1,2,2,1,1,,1,1,2,4
3406,4,1,3,2,,,,,,,,,,,1
3407,2,1,1,2,,,,,,,,,,,21
3408,4,1,3,1,2,2,1,2,1,2,2,2,2,2,24
3409,6,1,5,1,2,2,1,2,1,2,2,1,1,2,11
3410,6,3,3,1,2,2,1,2,1,1,,1,1,2,22
3411,2,1,1,2,,,,,,,,,,,15
3412,4,2,2,1,2,2,2,2,1,2,1,1,2,3,5
3413,2,1,1,2,,,,,,,,,,,4
3414,5,4,1,1,2,2,1,2,1,1,,1,1,1,9
3415,3,2,1,1,2,1,1,2,1,1,,1,1,1,19
3416,1,1,0,2,,,,,,,,,,,21
3417,4,2,2,1,2,1,1,2,1,1,,1,2,1,9
3418,5,2,3,2,,,,,,,,,,,22
3419,2,1,1,2,,,,,,,,,,,11
3420,1,0,1,2,,,,,,,,,,,10
3421,1,1,0,2,,,,,,,,,,,30
3422,3,1,2,1,1,1,1,1,1,1,,3,2,1,29
3423,2,1,1,2,,,,,,,,,,,1
3424,4,2,2,1,2,2,1,1,1,1,,3,1,2,3
3425,5,3,2,1,2,1,1,2,1,1,,1,2,1,24
3426,2,1,1,2,,,,,,,,,,,19
3427,2,1,1,2,,,,,,,,,,,6
3428,2,0,2,2,,,,,,,,,,,24
3429,3,2,1,2,,,,,,,,,,,10
3430,3,1,2,2,,,,,,,,,,,9
3431,4,2,2,1,1,1,1,1,1,1,,3,1,1,29
3432,3,2,1,1,2,1,1,2,1,1,,1,1,1,4
3433,6,4,2,1,2,1,1,2,1,1,,1,1,1,19
3434,4,1,3,2,,,,,,,,,,,22
3435,1,1,0,2,,,,,,,,,,,18
3436,3,1,2,2,,,,,,,,,,,1
3437,4,2,2,1,2,2,1,1,1,2,2,1,2,2,1
3438,2,1,1,2,,,,,,,,,,,26
3439,3,1,2,1,1,1,1,1,1,1,,1,1,1,8
3440,1,0,1,2,,,,,,,,,,,23
3441,1,1,0,2,,,,,,,,,,,4
3442,5,2,3,1,2,1,1,2,1,1,,2,2,2,15
3443,6,4,2,2,,,,,,,,,,,9
3444,1,1,0,2,,,,,,,,,,,29
3445,4,2,2,1,2,2,2,2,1,1,,1,1,1,12
3446,4,2,2,1,2,2,1,2,1,1,,1,1,1,3
3447,5,2,3,1,1,1,1,1,1,2,1,2,2,1,10
3448,5,3,2,1,1,1,1,1,1,1,,1,1,1,21
3449,7,4,3,1,2,2,1,2,1,1,,1,1,1,20
3450,3,1,2,1,2,1,1,2,1,1,,1,3,3,8
3451,3,2,1,1,1,2,1,2,1,1,,1,2,1,15
3452,2,1,1,2,,,,,,,,,,,11
3453,3,2,1,1,2,2,1,2,1,2,1,1,1,1,12
3454,2,1,1,2,,,,,,,,,,,30
3455,2,1,1,2,,,,,,,,,,,4
3456,2,0,2,2,,,,,,,,,,,10
3457,1,0,1,2,,,,,,,,,,,28
3458,6,3,3,1,2,2,1,2,1,2,2,1,1,1,20
3459,2,1,1,2,,,,,,,,,,,13
3460,3,0,3,2,,,,,,,,,,,2
3461,5,3,2,1,1,2,2,2,1,1,,1,2,2,32
3462,5,3,2,1,1,2,1,1,1,1,,1,1,3,9
3463,5,3,2,1,2,2,1,2,1,2,1,1,1,1,28
3464,5,2,3,1,2,2,1,2,1,1,,2,1,1,24
3465,1,0,1,2,,,,,,,,,,,31
3466,6,3,3,1,2,1,1,1,1,1,,1,2,2,31
3467,3,2,1,1,2,1,1,1,1,1,,1,1,1,4
3468,3,1,2,1,2,1,1,2,1,1,,3,3,4,3
3469,2,1,1,2,,,,,,,,,,,17
3470,2,0,2,1,2,1,1,2,1,1,,1,1,2,18
3471,6,3,3,2,,,,,,,,,,,1
3472,4,3,1,1,2,1,2,2,1,1,,1,1,1,8
3473,4,3,1,1,2,2,2,2,2,2,1,1,2,2,10
3474,5,2,3,1,2,2,1,2,1,2,1,2,1,2,6
3475,3,1,2,1,1,2,1,2,1,1,,2,1,2,19
3476,7,3,4,1,2,1,1,2,1,1,,1,1,1,21
3477,3,2,1,1,2,2,2,2,1,1,,1,1,1,1
3478,3,1,2,1,1,1,1,1,1,1,,2,2,1,24
3479,2,1,1,2,,,,,,,,,,,29
3480,4,1,3,1,2,2,1,2,1,2,1,2,3,1,27
3481,4,3,1,1,1,2,1,1,1,1,,1,1,3,6
3482,4,1,3,1,2,1,2,2,1,1,,1,1,4,7
3483,3,1,2,1,1,1,1,1,1,1,,1,1,1,26
3484,7,3,4,1,2,2,2,2,1,1,,1,1,1,15
3485,2,1,1,2,,,,,,,,,,,6
3486,5,3,2,1,2,2,2,2,2,1,,4,4,4,15
3487,2,1,1,2,,,,,,,,,,,18
3488,1,0,1,2,,,,,,,,,,,27
3489,1,1,0,2,,,,,,,,,,,20
3490,5,3,2,1,2,1,1,1,1,1,,1,1,4,26
3491,2,1,1,2,,,,,,,,,,,13
3492,2,0,2,2,,,,,,,,,,,5
3493,1,0,1,2,,,,,,,,,,,20
3494,2,1,1,2,,,,,,,,,,,32
3495,2,1,1,2,,,,,,,,,,,20
3496,9,4,5,1,2,1,1,2,1,1,,4,4,3,20
3497,3,2,1,1,1,1,1,1,1,1,,1,1,1,7
3498,3,1,2,2,,,,,,,,,,,32
3499,5,3,2,1,2,2,1,2,1,2,1,1,1,3,30
3500,4,2,2,1,2,1,1,2,1,1,,1,1,1,30
3501,3,1,2,1,2,2,2,2,1,2,1,1,1,3,5
3502,2,0,2,2,,,,,,,,,,,12
3503,2,1,1,2,,,,,,,,,,,15
3504,5,2,3,1,1,1,1,1,1,1,,1,1,1,6
3505,3,2,1,2,,,,,,,,,,,5
3506,1,1,0,2,,,,,,,,,,,25
3507,4,2,2,1,1,1,2,1,2,1,,1,1,1,11
3508,3,2,1,1,2,2,2,2,1,2,6,1,2,3,7
3509,2,1,1,1,2,2,1,2,1,1,,2,2,3,29
3510,5,3,2,1,2,2,1,2,1,2,1,2,2,3,6
3511,5,3,2,1,2,1,1,2,1,1,,1,1,1,11
3512,6,4,2,2,,,,,,,,,,,13
3513,1,1,0,2,,,,,,,,,,,5
3514,5,4,1,1,2,2,2,2,1,2,1,1,1,1,7
3515,4,1,3,1,2,1,1,2,2,1,,2,2,1,12
3516,2,1,1,2,,,,,,,,,,,6
3517,1,1,0,2,,,,,,,,,,,11
3518,4,2,2,1,1,2,1,2,1,1,,1,1,2,8
3519,6,3,3,1,2,2,2,2,1,1,,2,2,2,2
3520,3,1,2,2,,,,,,,,,,,12
3521,2,1,1,1,2,1,2,2,1,1,,1,2,2,8
3522,1,0,1,2,,,,,,,,,,,18
3523,3,2,1,2,,,,,,,,,,,24
3524,5,1,4,1,2,2,1,2,1,2,6,1,2,1,6
3525,1,1,0,2,,,,,,,,,,,18
3526,4,2,2,1,2,1,1,2,1,1,,2,2,2,15
3527,6,3,3,1,1,1,1,2,1,1,,1,1,1,15
3528,3,1,2,1,2,2,1,1,1,1,,1,1,1,15
3529,8,4,4,2,,,,,,,,,,,17
3530,3,1,2,2,,,,,,,,,,,18
3531,4,2,2,1,2,1,1,1,1,1,,1,2,3,4
3532,6,4,2,1,2,1,1,1,1,1,,1,1,1,28
3533,2,1,1,1,2,2,2,2,1,1,,1,3,3,29
3534,3,2,1,1,2,1,1,1,1,1,,1,1,1,24
3535,4,1,3,1,2,2,1,2,1,2,1,1,1,1,1
3536,3,2,1,1,2,2,1,2,1,1,,1,1,2,29
3537,4,1,3,1,2,2,2,2,1,1,,1,3,1,17
3538,4,2,2,1,1,1,1,2,1,1,,1,1,3,4
