FOLIO,N_REN,SEXO,EDAD,P3_1,PA3_1,PA3_2,PA3_3_NIVEL,PA3_4,PA3_5,PA3_6,PA3_7_1,PA3_7_2,PA3_7_3,PA3_8_1,PA3_8_2,PA3_8_3,PA3_8_4,PA3_8_5,PA3_8_6,PA3_8_7,PA3_8_8,PB3_1,PB3_2,PB3_3,FILTRO_A,PB3_4,PB3_5_NIVEL,PB3_6,PB3_7,PB3_8,PB3_9_1,PB3_9_2,PB3_9_3,PB3_10_1,PB3_10_2,PB3_10_3,PB3_10_4,PB3_10_5,PB3_11_1,PB3_11_2,PB3_11_3,PB3_11_4,PB3_11_5,PB3_12_1,PB3_12_2,PB3_12_3,PB3_12_4,PB3_12_5,PB3_12_6,PB3_12_7,PB3_12_8,FILTRO_B,PB3_13_1,PB3_13_2,PB3_13_3,PB3_13_4,PB3_13_5,PB3_13_6,PB3_13_7,PB3_14,PB3_15,PB3_16_1,PB3_16_2,PB3_16_3,PB3_16_4,PB3_16_5,ENT,NIVEL_A,GRADO_A,NIVEL_B,GRADO_B,FACTOR
8873,1,1,14,2,1,2,4,1,,3,2,2,2,2,1,2,2,2,2,2,2,1,,2,2,,3,2,16,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,7,4,2,3,3,1181
8873,2,1,15,2,1,2,6,1,,3,2,1,2,1,1,2,2,2,2,2,2,1,,2,2,,5,2,4,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,7,6,1,5,2,1181
8874,3,2,12,1,1,1,3,1,,3,2,,,1,1,1,2,2,1,2,2,1,,1,2,,3,1,10,,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,2,2,2,21,3,6,3,1,1812
8874,2,1,7,1,1,1,3,1,,3,2,,,1,1,2,2,1,1,2,2,1,,1,2,,2,1,8,,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,1,2,2,1,2,21,3,1,2,2,1812
8874,4,2,14,8,1,1,4,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,3,1,10,,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,2,2,2,21,4,2,3,3,1812
8874,5,1,18,8,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,1812
8874,1,1,6,1,1,1,2,1,,4,,,,1,1,2,1,1,1,2,2,1,,1,2,,2,1,8,,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,6,7,2,2,2,2,1,21,2,3,2,1,1812
8876,2,2,9,2,1,1,3,1,,3,9,,,2,2,2,2,2,1,2,2,1,,1,2,,2,1,15,,9,9,9,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,28,3,1,2,2,872
8876,1,1,5,2,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,15,,2,9,9,9,9,9,9,9,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,7,2,2,2,2,1,28,,,1,2,872
8877,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,1099
8877,3,1,26,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,1099
8877,2,1,4,4,2,,,,,,,,,,,,,,,,,1,,1,2,,1,3,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,9,2,2,2,2,1,20,,,1,1,1099
8881,1,2,28,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1708
8881,2,1,28,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,1708
8882,1,1,20,1,1,1,9,1,,3,1,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,8,1,1,1,1,1,1,1,1,9,2,2,1,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,24,9,3,8,4,1176
8882,3,1,28,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,1176
8882,4,1,28,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,1176
8882,2,1,21,1,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,8,1,1,1,1,1,1,1,1,9,2,2,1,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,24,9,4,8,5,1176
8884,3,2,24,10,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,8771
8884,2,1,5,1,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,1,2,1,2,2,28,2,3,2,1,8771
8884,1,2,4,1,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,1,3,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,1,1,1,2,2,28,2,1,1,2,8771
8884,4,1,26,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,8771
8886,1,1,5,6,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,1,1,10,,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,18,2,2,1,3,376
8886,3,2,12,6,1,1,3,1,,3,9,,,1,2,2,2,2,2,2,2,1,,1,2,,3,1,12,,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,18,3,6,3,1,376
8886,2,1,8,6,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,12,,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,18,3,3,2,4,376
8887,2,2,25,10,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,610
8887,1,1,18,7,1,1,6,1,,3,1,1,2,1,1,2,1,1,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,6,3,,,610
8889,1,2,3,2,2,,,,,,,,,,,,,,,,,1,,1,2,,1,2,4,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,25,,,1,1,1707
8889,2,2,28,3,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,1707
8890,2,1,9,2,1,1,3,1,,3,2,,,2,2,2,2,1,2,2,2,1,,1,2,,2,3,,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,8,7,2,2,2,2,1,28,3,3,2,4,1621
8890,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,1621
8891,2,1,12,1,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,3,3,,1,1,2,1,2,2,1,1,9,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,16,7,1,2,1,2,2,6,3,6,3,1,163
8891,3,2,26,7,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,163
8891,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,163
8892,2,2,9,2,1,1,3,1,,3,2,,,2,1,2,2,2,2,2,2,1,,1,2,,2,1,16,,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,7,2,2,2,2,1,8,3,3,2,4,2269
8892,3,2,29,3,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,2269
8892,1,2,3,2,2,,,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,2269
8896,1,1,23,10,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,2,20,9,3,8,4,551
8897,1,2,5,1,1,1,2,1,,4,,,,1,2,1,2,1,2,2,2,1,,1,2,,1,3,,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,6,7,2,2,2,2,1,22,2,2,1,3,950
8898,3,2,29,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,672
8898,2,1,27,1,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,672
8898,1,2,23,1,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,672
8899,2,2,26,10,2,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,226
8899,1,1,24,7,1,1,9,1,,3,2,2,2,1,1,1,2,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9,2,,,226
8901,1,2,14,6,1,1,4,1,,3,2,2,2,2,2,1,2,1,2,2,2,1,,1,2,,3,1,10,,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,1,2,2,2,18,4,2,3,3,305
8902,1,2,21,2,1,1,9,1,,3,2,2,2,1,1,2,2,2,2,2,2,1,,1,2,,8,2,8,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,2,2,2,2,1,32,9,1,8,2,263
8906,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,173
8906,2,1,4,1,1,1,2,1,,4,,,,2,2,2,2,2,2,2,1,1,,1,2,,1,1,8,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,4,2,1,1,2,173
8908,3,2,4,1,2,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1575
8908,5,2,19,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1575
8908,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1575
8908,4,2,17,1,1,1,6,1,,3,2,2,2,1,1,1,1,1,1,2,2,1,,1,2,,5,3,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,23,6,2,5,3,1575
8908,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1575
8910,1,2,23,10,1,1,9,1,,3,1,2,2,2,2,2,2,2,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,4,,,219
8911,4,1,18,1,1,1,6,1,,3,2,2,2,1,1,2,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6,2,,,3084
8911,1,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,3084
8911,5,2,23,1,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,3084
8911,6,1,25,1,2,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,3084
8911,3,2,13,1,1,1,3,1,,3,2,,,1,1,1,2,1,2,2,2,1,,1,2,,3,2,16,1,1,1,1,1,1,1,1,9,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,5,6,2,1,2,2,2,24,3,6,3,1,3084
8911,2,1,5,6,2,,,,,,,,,,,,,,,,,1,,1,2,,1,2,12,1,1,2,2,1,1,1,1,9,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,5,5,2,1,2,2,2,24,,,1,3,3084
8912,2,1,16,1,1,1,7,1,,3,2,2,2,1,1,2,2,2,1,2,2,1,,1,2,,6,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,,9,2,2,2,2,1,19,7,1,6,2,2941
8912,1,2,15,1,1,1,7,1,,3,2,2,2,1,1,1,1,1,2,2,2,1,,1,2,,6,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,,9,2,2,2,2,1,19,7,1,6,1,2941
8913,2,2,9,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,8,,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,7,2,2,2,2,1,4,3,3,2,4,230
8913,1,1,6,1,1,1,2,1,,4,,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,8,,1,2,1,1,1,9,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,4,2,3,2,1,230
8913,3,1,12,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,3,1,8,,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,7,2,2,1,2,2,4,3,6,3,1,230
8916,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,962
8916,2,1,9,1,1,1,3,1,,3,2,,,1,2,1,2,2,2,2,2,1,,1,2,,2,3,,1,1,2,2,1,2,1,9,9,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,30,7,1,2,2,2,2,27,3,3,2,4,962
8918,1,2,13,7,1,1,3,1,,3,2,,,1,1,2,1,1,1,2,2,1,,1,2,,3,2,10,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,2,2,2,1,3,6,3,1,496
8918,2,2,18,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,496
8919,2,1,14,1,1,1,4,1,,3,2,2,2,1,2,1,2,2,2,2,2,1,,1,2,,3,1,10,,2,2,2,1,1,1,1,9,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,4,7,2,2,2,2,1,1,4,2,3,3,818
8919,1,1,9,1,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,10,,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,12,7,2,2,2,2,1,1,3,2,2,3,818
8921,2,2,8,1,1,1,3,1,,3,2,,,1,2,2,1,1,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,17,3,2,2,3,343
8921,3,2,22,1,2,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,343
8921,1,1,5,1,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,1,2,8,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,17,2,2,1,3,343
8922,2,1,8,1,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,7,3,2,2,3,1375
8922,1,2,5,1,1,1,2,1,,4,,,,2,2,2,2,1,2,2,2,1,,1,2,,1,1,20,,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,7,2,2,1,3,1375
8923,5,1,25,2,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,4401
8923,3,2,21,2,1,1,7,1,,3,1,2,2,1,1,2,2,1,2,2,2,1,,1,2,,8,3,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,,,,,,,,,,1,1,1,2,2,16,7,3,8,1,4401
8923,2,1,18,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,4401
8923,1,1,11,2,1,1,3,1,,3,2,,,1,1,2,2,1,2,2,2,1,,1,2,,2,1,20,,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,5,4,2,2,2,2,1,16,3,4,2,5,4401
8923,4,2,23,2,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,4401
8924,1,1,13,8,1,1,4,1,,3,9,9,9,1,2,2,2,2,2,2,2,1,,1,2,,3,3,,1,9,9,9,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,2,2,1,2,2,26,4,2,3,3,715
8924,2,1,15,8,1,1,4,1,,3,9,9,9,1,2,2,2,2,2,2,2,1,,1,2,,5,3,,1,9,9,9,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,7,2,2,1,2,2,26,4,3,5,1,715
8929,1,2,4,1,1,1,2,1,,4,,,,2,2,1,2,1,2,2,2,1,,1,2,,1,3,,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,3,7,2,2,2,2,1,27,2,1,1,2,218
8930,3,1,19,10,1,1,9,1,,3,2,2,2,1,2,1,1,2,2,2,2,1,,1,2,,8,3,,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,26,9,1,8,2,1038
8930,2,2,14,7,1,1,4,1,,3,2,2,2,1,2,2,2,2,2,2,2,1,,1,2,,3,2,8,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,26,4,1,3,2,1038
8930,1,1,11,7,1,1,3,1,,3,2,,,1,2,2,2,2,2,2,2,1,,1,2,,2,1,20,,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,3,7,1,2,2,2,2,26,3,5,2,6,1038
8931,1,1,4,2,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,20,,2,2,2,1,1,9,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,7,2,2,2,2,1,30,,,1,2,5661
8931,2,2,10,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,10,7,2,2,2,2,1,30,3,3,2,4,5661
8931,3,2,12,2,1,1,3,1,,3,2,,,1,1,2,2,2,2,2,2,1,,1,2,,2,1,20,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,7,2,2,2,2,1,30,3,5,2,6,5661
8932,2,1,26,7,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,1012
8932,1,1,4,1,2,,,,,,,,,,,,,,,,,1,,1,2,,1,1,10,,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,15,8,2,2,2,2,1,13,,,1,2,1012
8933,1,1,12,1,1,1,3,1,,3,2,,,1,1,1,1,1,1,2,2,1,,1,2,,3,3,,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,28,3,6,3,1,751
8933,2,2,16,1,1,2,6,1,,3,2,2,2,1,1,2,1,1,1,2,2,1,,2,2,,5,1,15,,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,1,2,2,28,6,1,5,2,751
8934,1,1,6,7,1,1,2,1,,4,,,,1,2,2,2,1,2,2,2,1,,1,2,,2,2,8,1,1,1,1,1,1,1,1,9,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,8,2,1,2,2,2,2,12,2,3,2,1,833
8934,2,2,18,10,1,1,6,1,,3,2,2,2,1,1,2,2,1,2,2,2,1,,1,2,,8,2,7,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,12,6,3,8,1,833
8935,3,2,26,3,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1081
8935,1,1,4,2,2,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1081
8935,4,1,27,10,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1081
8935,2,1,7,2,1,1,3,1,,3,1,,,1,1,2,2,2,2,2,2,1,,1,2,,2,3,,1,1,9,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,7,2,2,2,2,1,3,3,1,2,2,1081
8936,3,2,15,2,1,1,4,1,,3,2,2,2,1,1,1,2,2,1,2,2,1,,1,2,,5,3,,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,7,1,2,1,2,2,18,4,3,5,1,630
8936,1,2,8,6,1,1,3,1,,3,2,,,1,2,1,2,2,1,2,2,1,,1,2,,2,3,,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,7,1,1,1,2,2,18,3,1,2,2,630
8936,2,1,13,2,1,1,4,1,,3,1,2,2,1,2,1,2,1,1,2,2,1,,1,2,,3,3,,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,7,1,1,1,2,2,18,4,1,3,2,630
8936,4,2,24,2,1,2,9,1,,3,2,2,2,1,2,1,1,2,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,3,,,630
8937,1,1,21,1,1,2,9,1,,3,2,2,2,1,1,1,1,2,1,2,2,1,,2,2,,8,2,2,1,1,9,9,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,1,2,1,2,2,26,9,1,8,1,695
8938,4,1,17,6,2,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6388
8938,1,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6388
8938,3,2,13,6,1,1,4,1,,3,2,2,2,1,1,1,2,1,2,2,2,1,,1,2,,3,1,20,,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,7,2,2,2,2,1,9,4,1,3,2,6388
8938,2,2,8,6,1,1,3,1,,3,2,,,1,2,2,2,1,2,2,2,1,,1,2,,2,1,12,,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,10,7,2,2,2,2,1,9,3,2,2,3,6388
8939,1,1,5,2,1,2,2,1,,4,,,,2,2,2,2,2,2,2,1,1,,2,2,,1,1,20,,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,7,7,2,2,2,2,1,4,2,2,1,3,401
8939,2,2,10,1,1,2,3,1,,3,2,,,1,2,2,1,1,2,2,2,1,,2,2,,2,1,20,,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,7,7,2,2,2,2,1,4,3,3,2,4,401
8940,3,2,19,2,2,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,892
8940,1,1,5,2,1,2,2,1,,4,,,,1,1,2,2,2,2,2,2,1,,2,2,,1,3,,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,5,7,2,2,2,2,1,23,2,2,1,3,892
8940,2,2,16,2,1,1,7,1,,3,1,1,1,1,1,2,2,2,2,2,2,1,,1,2,,6,3,,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,7,1,1,1,1,2,23,7,1,6,2,892
